Ημερομηνία,Διυλιστήριο,Τιμή
04/10/2024,Kiourka,135536
04/10/2024,Galatsi,336527
04/10/2024,Menidi,611662
05/10/2024,Menidi,602906
05/10/2024,Galatsi,332668
05/10/2024,Kiourka,134938
05/10/2024,Aspropirgos,104780
06/10/2024,Aspropirgos,101330
06/10/2024,Kiourka,136703
06/10/2024,Galatsi,325151
06/10/2024,Menidi,594254
07/10/2024,Menidi,602808
07/10/2024,Galatsi,332933
07/10/2024,Kiourka,132814
07/10/2024,Aspropirgos,102850
08/10/2024,Aspropirgos,103580
08/10/2024,Kiourka,129864
08/10/2024,Galatsi,330287
08/10/2024,Menidi,604358
09/10/2024,Menidi,599789
09/10/2024,Galatsi,333678
09/10/2024,Aspropirgos,103380
09/10/2024,Kiourka,129319
10/10/2024,Kiourka,129191
10/10/2024,Aspropirgos,103990
10/10/2024,Galatsi,331988
10/10/2024,Menidi,597231
11/10/2024,Menidi,592077
11/10/2024,Galatsi,336043
11/10/2024,Kiourka,132506
11/10/2024,Aspropirgos,105540
12/10/2024,Aspropirgos,106420
12/10/2024,Kiourka,135387
12/10/2024,Galatsi,335480
12/10/2024,Menidi,590005
13/10/2024,Menidi,583464
13/10/2024,Galatsi,324791
13/10/2024,Kiourka,134701
13/10/2024,Aspropirgos,105160
14/10/2024,Aspropirgos,107000
14/10/2024,Kiourka,130533
14/10/2024,Galatsi,333302
14/10/2024,Menidi,584123
15/10/2024,Menidi,581164
15/10/2024,Galatsi,339554
15/10/2024,Kiourka,129577
15/10/2024,Aspropirgos,107620
16/10/2024,Kiourka,129479
16/10/2024,Aspropirgos,105220
16/10/2024,Galatsi,325604
16/10/2024,Menidi,577037
17/10/2024,Menidi,565798
17/10/2024,Galatsi,320822
17/10/2024,Aspropirgos,102320
17/10/2024,Kiourka,125758
18/10/2024,Kiourka,128996
18/10/2024,Aspropirgos,103740
18/10/2024,Galatsi,322160
18/10/2024,Menidi,575135
19/10/2024,Menidi,566030
19/10/2024,Galatsi,330855
19/10/2024,Aspropirgos,103160
19/10/2024,Kiourka,129118
20/10/2024,Aspropirgos,102190
20/10/2024,Galatsi,320908
20/10/2024,Kiourka,130854
20/10/2024,Menidi,562197
21/10/2024,Menidi,575657
21/10/2024,Galatsi,330332
21/10/2024,Aspropirgos,105140
21/10/2024,Kiourka,128800
22/10/2024,Kiourka,126498
22/10/2024,Aspropirgos,103260
22/10/2024,Menidi,574960
22/10/2024,Galatsi,343711
23/10/2024,Menidi,571744
23/10/2024,Aspropirgos,101780
23/10/2024,Kiourka,127029
23/10/2024,Galatsi,332719
24/10/2024,Galatsi,330189
24/10/2024,Kiourka,124869
24/10/2024,Aspropirgos,100860
24/10/2024,Menidi,570583
25/10/2024,Menidi,568062
25/10/2024,Aspropirgos,103990
25/10/2024,Kiourka,127857
25/10/2024,Galatsi,326488
26/10/2024,Galatsi,317218
26/10/2024,Kiourka,131479
26/10/2024,Aspropirgos,104100
26/10/2024,Menidi,545068
27/10/2024,Menidi,548282
27/10/2024,Aspropirgos,106460
27/10/2024,Kiourka,131526
27/10/2024,Galatsi,318227
28/10/2024,Galatsi,314760
28/10/2024,Kiourka,133849
28/10/2024,Aspropirgos,103950
28/10/2024,Menidi,539233
29/10/2024,Menidi,562793
29/10/2024,Aspropirgos,104880
29/10/2024,Kiourka,127223
29/10/2024,Galatsi,327036
30/10/2024,Galatsi,327980
30/10/2024,Kiourka,129467
30/10/2024,Aspropirgos,104430
30/10/2024,Menidi,565704
31/10/2024,Menidi,561712
31/10/2024,Aspropirgos,102510
31/10/2024,Galatsi,323008
31/10/2024,Kiourka,130601
01/11/2024,Kiourka,154525
01/11/2024,Galatsi,326785
01/11/2024,Aspropirgos,103570
01/11/2024,Menidi,542882
02/11/2024,Menidi,568780
02/11/2024,Aspropirgos,103620
02/11/2024,Galatsi,331758
02/11/2024,Kiourka,139925
03/11/2024,Kiourka,137881
03/11/2024,Galatsi,323934
03/11/2024,Aspropirgos,100920
03/11/2024,Menidi,554639
04/11/2024,Menidi,560701
04/11/2024,Aspropirgos,103040
04/11/2024,Galatsi,324514
04/11/2024,Kiourka,144451
05/11/2024,Kiourka,144801
05/11/2024,Galatsi,320608
05/11/2024,Aspropirgos,100870
05/11/2024,Menidi,548511
06/11/2024,Menidi,550173
06/11/2024,Aspropirgos,99090
06/11/2024,Galatsi,323476
06/11/2024,Kiourka,130094
07/11/2024,Galatsi,326318
07/11/2024,Aspropirgos,99110
07/11/2024,Kiourka,128355
07/11/2024,Menidi,550574
08/11/2024,Menidi,548409
08/11/2024,Aspropirgos,99720
08/11/2024,Galatsi,325562
08/11/2024,Kiourka,130002
09/11/2024,Kiourka,133885
09/11/2024,Galatsi,328020
09/11/2024,Aspropirgos,103200
09/11/2024,Menidi,556589
10/11/2024,Menidi,553877
10/11/2024,Aspropirgos,101430
10/11/2024,Galatsi,326989
10/11/2024,Kiourka,133723
11/11/2024,Kiourka,130333
11/11/2024,Galatsi,325182
11/11/2024,Aspropirgos,101260
11/11/2024,Menidi,552553
12/11/2024,Menidi,519773
12/11/2024,Aspropirgos,97410
12/11/2024,Kiourka,122061
12/11/2024,Galatsi,317943
13/11/2024,Galatsi,318656
13/11/2024,Kiourka,120274
13/11/2024,Aspropirgos,95540
13/11/2024,Menidi,516671
14/11/2024,Menidi,522302
14/11/2024,Aspropirgos,94240
14/11/2024,Kiourka,119784
14/11/2024,Galatsi,322305
15/11/2024,Galatsi,322815
15/11/2024,Kiourka,118541
15/11/2024,Aspropirgos,94700
15/11/2024,Menidi,513008
16/11/2024,Menidi,513867
16/11/2024,Aspropirgos,94150
16/11/2024,Kiourka,117962
16/11/2024,Galatsi,329784
17/11/2024,Galatsi,324419
17/11/2024,Kiourka,116340
17/11/2024,Aspropirgos,93340
17/11/2024,Menidi,497941
18/11/2024,Menidi,528301
18/11/2024,Aspropirgos,95460
18/11/2024,Kiourka,117259
18/11/2024,Galatsi,324418
19/11/2024,Galatsi,314503
19/11/2024,Kiourka,115906
19/11/2024,Aspropirgos,96150
19/11/2024,Menidi,517434
20/11/2024,Menidi,515370
20/11/2024,Aspropirgos,94730
20/11/2024,Kiourka,111166
20/11/2024,Galatsi,321513
21/11/2024,Galatsi,321270
21/11/2024,Kiourka,117384
21/11/2024,Aspropirgos,94540
21/11/2024,Menidi,508791
22/11/2024,Menidi,531828
22/11/2024,Aspropirgos,96060
22/11/2024,Kiourka,124629
22/11/2024,Galatsi,321828
23/11/2024,Galatsi,327139
23/11/2024,Kiourka,124929
23/11/2024,Aspropirgos,95710
23/11/2024,Menidi,518370
24/11/2024,Menidi,510345
24/11/2024,Aspropirgos,96840
24/11/2024,Kiourka,121386
24/11/2024,Galatsi,322888
25/11/2024,Galatsi,318228
25/11/2024,Kiourka,119328
25/11/2024,Aspropirgos,100180
25/11/2024,Menidi,515002
26/11/2024,Menidi,512258
26/11/2024,Aspropirgos,96470
26/11/2024,Kiourka,118992
26/11/2024,Galatsi,320048
27/11/2024,Galatsi,320878
27/11/2024,Kiourka,123974
27/11/2024,Aspropirgos,100839
27/11/2024,Menidi,529091
28/11/2024,Menidi,522473
28/11/2024,Aspropirgos,97211
28/11/2024,Galatsi,321742
28/11/2024,Kiourka,130959
29/11/2024,Galatsi,318665
29/11/2024,Aspropirgos,96500
29/11/2024,Kiourka,123464
29/11/2024,Menidi,513276
30/11/2024,Menidi,502194
30/11/2024,Kiourka,117675
30/11/2024,Aspropirgos,94200
30/11/2024,Galatsi,314077
01/12/2024,Galatsi,317635
01/12/2024,Aspropirgos,93460
01/12/2024,Kiourka,117041
01/12/2024,Menidi,509062
02/12/2024,Menidi,510929
02/12/2024,Kiourka,115268
02/12/2024,Aspropirgos,92240
02/12/2024,Galatsi,313473
03/12/2024,Galatsi,314270
03/12/2024,Aspropirgos,93860
03/12/2024,Kiourka,111779
03/12/2024,Menidi,498122
04/12/2024,Menidi,499151
04/12/2024,Kiourka,113339
04/12/2024,Aspropirgos,92920
04/12/2024,Galatsi,313538
05/12/2024,Galatsi,312408
05/12/2024,Aspropirgos,94620
05/12/2024,Kiourka,112116
05/12/2024,Menidi,502606
06/12/2024,Menidi,491618
06/12/2024,Kiourka,112724
06/12/2024,Aspropirgos,91950
06/12/2024,Galatsi,313051
07/12/2024,Galatsi,316848
07/12/2024,Aspropirgos,93290
07/12/2024,Kiourka,113131
07/12/2024,Menidi,503160
08/12/2024,Menidi,495004
08/12/2024,Kiourka,114490
08/12/2024,Aspropirgos,92730
08/12/2024,Galatsi,316953
09/12/2024,Galatsi,317338
09/12/2024,Aspropirgos,93910
09/12/2024,Kiourka,109641
09/12/2024,Menidi,498980
10/12/2024,Menidi,501659
10/12/2024,Kiourka,108648
10/12/2024,Aspropirgos,92560
10/12/2024,Galatsi,315481
11/12/2024,Galatsi,318297
11/12/2024,Aspropirgos,94630
11/12/2024,Kiourka,109573
11/12/2024,Menidi,515390
12/12/2024,Menidi,500099
12/12/2024,Kiourka,108239
12/12/2024,Aspropirgos,92800
12/12/2024,Galatsi,311340
13/12/2024,Galatsi,307771
13/12/2024,Aspropirgos,92750
13/12/2024,Kiourka,107581
13/12/2024,Menidi,498054
14/12/2024,Menidi,509410
14/12/2024,Kiourka,108410
14/12/2024,Aspropirgos,92590
14/12/2024,Galatsi,324572
15/12/2024,Galatsi,313689
15/12/2024,Aspropirgos,92490
15/12/2024,Kiourka,107626
15/12/2024,Menidi,496404
16/12/2024,Menidi,493177
16/12/2024,Aspropirgos,94030
16/12/2024,Kiourka,105981
16/12/2024,Galatsi,302406
17/12/2024,Galatsi,328430
17/12/2024,Kiourka,106813
17/12/2024,Aspropirgos,93800
17/12/2024,Menidi,504386
18/12/2024,Menidi,513079
18/12/2024,Aspropirgos,94490
18/12/2024,Kiourka,105493
18/12/2024,Galatsi,322933
19/12/2024,Galatsi,318499
19/12/2024,Kiourka,105402
19/12/2024,Aspropirgos,95690
19/12/2024,Menidi,505931
20/12/2024,Menidi,505153
20/12/2024,Aspropirgos,95170
20/12/2024,Kiourka,105126
20/12/2024,Galatsi,320874
21/12/2024,Kiourka,106147
21/12/2024,Aspropirgos,94700
21/12/2024,Menidi,504854
21/12/2024,Galatsi,347016
22/12/2024,Menidi,493125
22/12/2024,Kiourka,107074
22/12/2024,Aspropirgos,92120
22/12/2024,Galatsi,314355
23/12/2024,Galatsi,317089
23/12/2024,Kiourka,105974
23/12/2024,Aspropirgos,92050
23/12/2024,Menidi,497853
24/12/2024,Menidi,496763
24/12/2024,Kiourka,106450
24/12/2024,Aspropirgos,92190
24/12/2024,Galatsi,316109
25/12/2024,Galatsi,301325
25/12/2024,Aspropirgos,88200
25/12/2024,Kiourka,104097
25/12/2024,Menidi,461293
26/12/2024,Menidi,445400
26/12/2024,Kiourka,104360
26/12/2024,Aspropirgos,88010
26/12/2024,Galatsi,300202
27/12/2024,Galatsi,310299
27/12/2024,Aspropirgos,90060
27/12/2024,Kiourka,105810
27/12/2024,Menidi,480802
28/12/2024,Menidi,468591
28/12/2024,Kiourka,103249
28/12/2024,Aspropirgos,89730
28/12/2024,Galatsi,312420
29/12/2024,Galatsi,312044
29/12/2024,Aspropirgos,90400
29/12/2024,Kiourka,104292
29/12/2024,Menidi,478014
30/12/2024,Menidi,504664
30/12/2024,Kiourka,104097
30/12/2024,Aspropirgos,73970
30/12/2024,Galatsi,321708
31/12/2024,Galatsi,330877
31/12/2024,Kiourka,105736
31/12/2024,Aspropirgos,94590
31/12/2024,Menidi,521728
01/01/2025,Menidi,475941
01/01/2025,Kiourka,103720
01/01/2025,Aspropirgos,88710
01/01/2025,Galatsi,311046
02/01/2025,Galatsi,313979
02/01/2025,Aspropirgos,90260
02/01/2025,Kiourka,105588
02/01/2025,Menidi,493051
03/01/2025,Menidi,490902
03/01/2025,Kiourka,106118
03/01/2025,Aspropirgos,90670
03/01/2025,Galatsi,312331
04/01/2025,Galatsi,313530
04/01/2025,Aspropirgos,90640
04/01/2025,Kiourka,105033
04/01/2025,Menidi,492643
05/01/2025,Menidi,488594
05/01/2025,Kiourka,105423
05/01/2025,Aspropirgos,91270
05/01/2025,Galatsi,311704
06/01/2025,Galatsi,314778
06/01/2025,Aspropirgos,90710
06/01/2025,Kiourka,104553
06/01/2025,Menidi,481445
07/01/2025,Menidi,514323
07/01/2025,Kiourka,105286
07/01/2025,Aspropirgos,91710
07/01/2025,Galatsi,318002
08/01/2025,Galatsi,321932
08/01/2025,Aspropirgos,91650
08/01/2025,Kiourka,105523
08/01/2025,Menidi,520392
09/01/2025,Menidi,520293
09/01/2025,Kiourka,104573
09/01/2025,Aspropirgos,93730
09/01/2025,Galatsi,316929
10/01/2025,Galatsi,317617
10/01/2025,Kiourka,104487
10/01/2025,Aspropirgos,92330
10/01/2025,Menidi,516679
11/01/2025,Menidi,520870
11/01/2025,Kiourka,106338
11/01/2025,Aspropirgos,92540
11/01/2025,Galatsi,314322
12/01/2025,Galatsi,313559
12/01/2025,Aspropirgos,92000
12/01/2025,Kiourka,108178
12/01/2025,Menidi,522985
13/01/2025,Menidi,492771
13/01/2025,Aspropirgos,86770
13/01/2025,Kiourka,102503
13/01/2025,Galatsi,305387
14/01/2025,Galatsi,290687
14/01/2025,Kiourka,103150
14/01/2025,Aspropirgos,85370
14/01/2025,Menidi,487180
15/01/2025,Menidi,506679
15/01/2025,Aspropirgos,88020
15/01/2025,Kiourka,105108
15/01/2025,Galatsi,325245
16/01/2025,Galatsi,316784
16/01/2025,Kiourka,103640
16/01/2025,Aspropirgos,94440
16/01/2025,Menidi,504210
17/01/2025,Menidi,502108
17/01/2025,Aspropirgos,95870
17/01/2025,Kiourka,104106
17/01/2025,Galatsi,321710
18/01/2025,Galatsi,321884
18/01/2025,Kiourka,105943
18/01/2025,Aspropirgos,94440
18/01/2025,Menidi,520305
19/01/2025,Menidi,507032
19/01/2025,Kiourka,105825
19/01/2025,Aspropirgos,91610
19/01/2025,Galatsi,318872
20/01/2025,Galatsi,320656
20/01/2025,Aspropirgos,90080
20/01/2025,Kiourka,105173
20/01/2025,Menidi,513774
21/01/2025,Menidi,500672
21/01/2025,Kiourka,104971
21/01/2025,Aspropirgos,88940
21/01/2025,Galatsi,305027
22/01/2025,Galatsi,334437
22/01/2025,Aspropirgos,92180
22/01/2025,Kiourka,105628
22/01/2025,Menidi,507683
23/01/2025,Menidi,503837
23/01/2025,Kiourka,105687
23/01/2025,Aspropirgos,91030
23/01/2025,Galatsi,318337
24/01/2025,Galatsi,319302
24/01/2025,Aspropirgos,90310
24/01/2025,Kiourka,105731
24/01/2025,Menidi,500882
25/01/2025,Menidi,512958
25/01/2025,Aspropirgos,92950
25/01/2025,Kiourka,107952
25/01/2025,Galatsi,325774
26/01/2025,Galatsi,318497
26/01/2025,Kiourka,107403
26/01/2025,Aspropirgos,89390
26/01/2025,Menidi,500332
27/01/2025,Menidi,474209
27/01/2025,Aspropirgos,90530
27/01/2025,Kiourka,104951
27/01/2025,Galatsi,323977
28/01/2025,Galatsi,323153
28/01/2025,Aspropirgos,95300
28/01/2025,Kiourka,98826
28/01/2025,Menidi,526093
29/01/2025,Menidi,526466
29/01/2025,Kiourka,93796
29/01/2025,Aspropirgos,91290
29/01/2025,Galatsi,329020
30/01/2025,Galatsi,322867
30/01/2025,Aspropirgos,91560
30/01/2025,Kiourka,99042
30/01/2025,Menidi,487903
31/01/2025,Menidi,504102
31/01/2025,Aspropirgos,92390
31/01/2025,Kiourka,107109
31/01/2025,Galatsi,328290
01/02/2025,Galatsi,329214
01/02/2025,Kiourka,107479
01/02/2025,Aspropirgos,92400
01/02/2025,Menidi,513145
02/02/2025,Menidi,509507
02/02/2025,Kiourka,106707
02/02/2025,Aspropirgos,91250
02/02/2025,Galatsi,325684
03/02/2025,Galatsi,324516
03/02/2025,Aspropirgos,90960
03/02/2025,Kiourka,103599
03/02/2025,Menidi,496495
04/02/2025,Menidi,496937
04/02/2025,Kiourka,102540
04/02/2025,Aspropirgos,85990
04/02/2025,Galatsi,319916
05/02/2025,Galatsi,317070
05/02/2025,Aspropirgos,87990
05/02/2025,Kiourka,103328
05/02/2025,Menidi,487697
06/02/2025,Menidi,474374
06/02/2025,Kiourka,102479
06/02/2025,Aspropirgos,88270
06/02/2025,Galatsi,317070
07/02/2025,Galatsi,321787
07/02/2025,Aspropirgos,86330
07/02/2025,Kiourka,103771
07/02/2025,Menidi,472479
08/02/2025,Menidi,498795
08/02/2025,Kiourka,105269
08/02/2025,Aspropirgos,86930
08/02/2025,Galatsi,320440
09/02/2025,Galatsi,318549
09/02/2025,Aspropirgos,87220
09/02/2025,Kiourka,105094
09/02/2025,Menidi,494037
10/02/2025,Menidi,513217
10/02/2025,Aspropirgos,89500
10/02/2025,Kiourka,107937
10/02/2025,Galatsi,320080
11/02/2025,Galatsi,315002
11/02/2025,Aspropirgos,88320
11/02/2025,Kiourka,103011
11/02/2025,Menidi,487482
12/02/2025,Menidi,504163
12/02/2025,Kiourka,101956
12/02/2025,Aspropirgos,87540
12/02/2025,Galatsi,316159
13/02/2025,Galatsi,323646
13/02/2025,Aspropirgos,91340
13/02/2025,Kiourka,104060
13/02/2025,Menidi,510745
14/02/2025,Menidi,516782
14/02/2025,Kiourka,103579
14/02/2025,Aspropirgos,92200
14/02/2025,Galatsi,317513
15/02/2025,Galatsi,307159
15/02/2025,Kiourka,105333
15/02/2025,Aspropirgos,95110
15/02/2025,Menidi,523251
16/02/2025,Menidi,488978
16/02/2025,Kiourka,103888
16/02/2025,Aspropirgos,90080
16/02/2025,Galatsi,308341
17/02/2025,Galatsi,312722
17/02/2025,Kiourka,103387
17/02/2025,Aspropirgos,94490
17/02/2025,Menidi,507288
18/02/2025,Menidi,498969
18/02/2025,Kiourka,100482
18/02/2025,Aspropirgos,91690
18/02/2025,Galatsi,299574
19/02/2025,Galatsi,288891
19/02/2025,Aspropirgos,90760
19/02/2025,Kiourka,102254
19/02/2025,Menidi,494777
20/02/2025,Menidi,485920
20/02/2025,Kiourka,101904
20/02/2025,Aspropirgos,92510
20/02/2025,Galatsi,296619
21/02/2025,Galatsi,299201
21/02/2025,Aspropirgos,92010
21/02/2025,Kiourka,102038
21/02/2025,Menidi,487189
22/02/2025,Menidi,496227
22/02/2025,Kiourka,102803
22/02/2025,Aspropirgos,92350
22/02/2025,Galatsi,302750
23/02/2025,Galatsi,304185
23/02/2025,Kiourka,104146
23/02/2025,Aspropirgos,92830
23/02/2025,Menidi,498235
24/02/2025,Menidi,492041
24/02/2025,Aspropirgos,93230
24/02/2025,Kiourka,103848
24/02/2025,Galatsi,299064
25/02/2025,Galatsi,298926
25/02/2025,Kiourka,104361
25/02/2025,Aspropirgos,93520
25/02/2025,Menidi,503774
26/02/2025,Menidi,519854
26/02/2025,Aspropirgos,95570
26/02/2025,Kiourka,103514
26/02/2025,Galatsi,306812
27/02/2025,Galatsi,296126
27/02/2025,Kiourka,104090
27/02/2025,Aspropirgos,91290
27/02/2025,Menidi,492981
28/02/2025,Menidi,473300
28/02/2025,Aspropirgos,89810
28/02/2025,Kiourka,105229
28/02/2025,Galatsi,300225
01/03/2025,Galatsi,297345
01/03/2025,Aspropirgos,93690
01/03/2025,Kiourka,109446
01/03/2025,Menidi,505898
02/03/2025,Menidi,458691
02/03/2025,Kiourka,108636
02/03/2025,Aspropirgos,89040
02/03/2025,Galatsi,287102
03/03/2025,Galatsi,289357
03/03/2025,Aspropirgos,89550
03/03/2025,Kiourka,107683
03/03/2025,Menidi,471276
04/03/2025,Menidi,500483
04/03/2025,Aspropirgos,92400
04/03/2025,Kiourka,105624
04/03/2025,Galatsi,302156
05/03/2025,Galatsi,304672
05/03/2025,Kiourka,107520
05/03/2025,Aspropirgos,93930
05/03/2025,Menidi,517109
06/03/2025,Menidi,511898
06/03/2025,Kiourka,113145
06/03/2025,Aspropirgos,96300
06/03/2025,Galatsi,304973
07/03/2025,Galatsi,307312
07/03/2025,Aspropirgos,97400
07/03/2025,Kiourka,111366
07/03/2025,Menidi,503849
08/03/2025,Menidi,539993
08/03/2025,Kiourka,114290
08/03/2025,Aspropirgos,98200
08/03/2025,Galatsi,310713
09/03/2025,Galatsi,304797
09/03/2025,Aspropirgos,95640
09/03/2025,Kiourka,113266
09/03/2025,Menidi,527812
10/03/2025,Galatsi,309211
10/03/2025,Menidi,521857
10/03/2025,Kiourka,110130
10/03/2025,Aspropirgos,94410
11/03/2025,Galatsi,305595
11/03/2025,Kiourka,108900
11/03/2025,Menidi,514460
11/03/2025,Aspropirgos,95880
12/03/2025,Aspropirgos,94220
12/03/2025,Galatsi,306709
12/03/2025,Kiourka,108840
12/03/2025,Menidi,529840
13/03/2025,Aspropirgos,96160
13/03/2025,Galatsi,304550
13/03/2025,Kiourka,110263
13/03/2025,Menidi,526515
14/03/2025,Aspropirgos,97340
14/03/2025,Galatsi,310104
14/03/2025,Kiourka,113593
14/03/2025,Menidi,535887
15/03/2025,Aspropirgos,98920
15/03/2025,Galatsi,312302
15/03/2025,Kiourka,118034
15/03/2025,Menidi,548726
16/03/2025,Aspropirgos,97020
16/03/2025,Galatsi,305796
16/03/2025,Kiourka,118809
16/03/2025,Menidi,544046
17/03/2025,Aspropirgos,95520
17/03/2025,Galatsi,305191
17/03/2025,Kiourka,113889
17/03/2025,Menidi,558054
18/03/2025,Aspropirgos,93840
18/03/2025,Galatsi,301045
18/03/2025,Kiourka,112147
18/03/2025,Menidi,510510
19/03/2025,Aspropirgos,91600
19/03/2025,Galatsi,301030
19/03/2025,Kiourka,109930
19/03/2025,Menidi,504953
20/03/2025,Aspropirgos,93670
20/03/2025,Galatsi,301804
20/03/2025,Kiourka,109273
20/03/2025,Menidi,509645
21/03/2025,Aspropirgos,98400
21/03/2025,Galatsi,304900
21/03/2025,Kiourka,114383
21/03/2025,Menidi,522826
22/03/2025,Aspropirgos,101060
22/03/2025,Galatsi,310592
22/03/2025,Kiourka,119458
22/03/2025,Menidi,532914
23/03/2025,Aspropirgos,95810
23/03/2025,Galatsi,293980
23/03/2025,Kiourka,118677
23/03/2025,Menidi,507613
24/03/2025,Aspropirgos,95750
24/03/2025,Galatsi,298221
24/03/2025,Kiourka,117585
24/03/2025,Menidi,498607
25/03/2025,Aspropirgos,91950
25/03/2025,Galatsi,291974
25/03/2025,Kiourka,115901
25/03/2025,Menidi,497617
26/03/2025,Aspropirgos,100480
26/03/2025,Galatsi,304751
26/03/2025,Kiourka,117334
26/03/2025,Menidi,531126
27/03/2025,Aspropirgos,98280
27/03/2025,Galatsi,311824
27/03/2025,Kiourka,117250
27/03/2025,Menidi,530711
28/03/2025,Aspropirgos,100690
28/03/2025,Galatsi,315956
28/03/2025,Kiourka,119745
28/03/2025,Menidi,535117
29/03/2025,Aspropirgos,100020
29/03/2025,Galatsi,319521
29/03/2025,Kiourka,124332
29/03/2025,Menidi,544805
30/03/2025,Aspropirgos,96910
30/03/2025,Galatsi,306244
30/03/2025,Kiourka,126507
30/03/2025,Menidi,514557
31/03/2025,Aspropirgos,89280
31/03/2025,Galatsi,312158
31/03/2025,Kiourka,116557
31/03/2025,Menidi,519873
01/04/2025,Aspropirgos,92770
01/04/2025,Galatsi,310760
01/04/2025,Kiourka,117202
01/04/2025,Menidi,519148
02/04/2025,Aspropirgos,85820
02/04/2025,Galatsi,301246
02/04/2025,Kiourka,102850
02/04/2025,Menidi,511508
03/04/2025,Galatsi,312132
03/04/2025,Aspropirgos,93340
03/04/2025,Kiourka,85850
03/04/2025,Menidi,524245
04/04/2025,Galatsi,316258
04/04/2025,Aspropirgos,92590
04/04/2025,Kiourka,93073
04/04/2025,Menidi,517131
05/04/2025,Aspropirgos,91810
05/04/2025,Galatsi,317146
05/04/2025,Kiourka,115311
05/04/2025,Menidi,513595
06/04/2025,Aspropirgos,91070
06/04/2025,Galatsi,318915
06/04/2025,Kiourka,117167
06/04/2025,Menidi,519690
07/04/2025,Aspropirgos,88320
07/04/2025,Galatsi,314018
07/04/2025,Kiourka,110373
07/04/2025,Menidi,494887
08/04/2025,Aspropirgos,87100
08/04/2025,Galatsi,310618
08/04/2025,Kiourka,111391
08/04/2025,Menidi,494301
09/04/2025,Aspropirgos,88670
09/04/2025,Galatsi,311279
09/04/2025,Kiourka,109944
09/04/2025,Menidi,500848
10/04/2025,Galatsi,319208
10/04/2025,Aspropirgos,92650
10/04/2025,Kiourka,114439
10/04/2025,Menidi,517807
11/04/2025,Aspropirgos,95380
11/04/2025,Galatsi,322288
11/04/2025,Kiourka,114503
11/04/2025,Menidi,523697
12/04/2025,Aspropirgos,98150
12/04/2025,Galatsi,321575
12/04/2025,Kiourka,116339
12/04/2025,Menidi,538847
13/04/2025,Aspropirgos,94910
13/04/2025,Galatsi,318084
13/04/2025,Kiourka,117260
13/04/2025,Menidi,515490
14/04/2025,Aspropirgos,96210
14/04/2025,Galatsi,316507
14/04/2025,Kiourka,125133
14/04/2025,Menidi,524300
15/04/2025,Aspropirgos,92510
15/04/2025,Galatsi,312960
15/04/2025,Kiourka,131947
15/04/2025,Menidi,495500
16/04/2025,Aspropirgos,96740
16/04/2025,Galatsi,302872
16/04/2025,Kiourka,121902
16/04/2025,Menidi,528849
17/04/2025,Aspropirgos,95040
17/04/2025,Galatsi,324165
17/04/2025,Kiourka,124133
17/04/2025,Menidi,519299
18/04/2025,Aspropirgos,89560
18/04/2025,Galatsi,285319
18/04/2025,Kiourka,120610
18/04/2025,Menidi,471312
19/04/2025,Aspropirgos,94160
19/04/2025,Galatsi,285930
19/04/2025,Kiourka,123339
19/04/2025,Menidi,504910
20/04/2025,Aspropirgos,88180
20/04/2025,Galatsi,255881
20/04/2025,Kiourka,108665
20/04/2025,Menidi,424182
21/04/2025,Aspropirgos,91870
21/04/2025,Galatsi,267348
21/04/2025,Kiourka,124257
21/04/2025,Menidi,469287
22/04/2025,Aspropirgos,93670
22/04/2025,Galatsi,308814
22/04/2025,Kiourka,120474
22/04/2025,Menidi,510163
23/04/2025,Aspropirgos,92930
23/04/2025,Galatsi,301633
23/04/2025,Kiourka,121399
23/04/2025,Menidi,528082
24/04/2025,Aspropirgos,92360
24/04/2025,Galatsi,309410
24/04/2025,Kiourka,118016
24/04/2025,Menidi,516206
25/04/2025,Aspropirgos,91740
25/04/2025,Galatsi,312150
25/04/2025,Kiourka,118361
25/04/2025,Menidi,506527
26/04/2025,Aspropirgos,94520
26/04/2025,Galatsi,320107
26/04/2025,Kiourka,124998
26/04/2025,Menidi,528438
27/04/2025,Aspropirgos,87390
27/04/2025,Galatsi,316280
27/04/2025,Kiourka,122428
27/04/2025,Menidi,504336
28/04/2025,Aspropirgos,89690
28/04/2025,Galatsi,317783
28/04/2025,Kiourka,128442
28/04/2025,Menidi,518949
29/04/2025,Aspropirgos,86770
29/04/2025,Galatsi,320139
29/04/2025,Kiourka,128198
29/04/2025,Menidi,512286
30/04/2025,Aspropirgos,84840
30/04/2025,Galatsi,314761
30/04/2025,Kiourka,98016
30/04/2025,Menidi,540790
01/05/2025,Aspropirgos,87740
01/05/2025,Galatsi,315842
01/05/2025,Kiourka,131488
01/05/2025,Menidi,517595
02/05/2025,Aspropirgos,90640
02/05/2025,Galatsi,319453
02/05/2025,Kiourka,143589
02/05/2025,Menidi,524612
03/05/2025,Aspropirgos,94590
03/05/2025,Galatsi,328048
03/05/2025,Kiourka,146951
03/05/2025,Menidi,554787
04/05/2025,Aspropirgos,93080
04/05/2025,Galatsi,327260
04/05/2025,Kiourka,147860
04/05/2025,Menidi,548757
05/05/2025,Aspropirgos,92070
05/05/2025,Galatsi,330275
05/05/2025,Kiourka,143848
05/05/2025,Menidi,540034
06/05/2025,Aspropirgos,92270
06/05/2025,Galatsi,332105
06/05/2025,Kiourka,144134
06/05/2025,Menidi,551234
07/05/2025,Aspropirgos,98050
