Ημερομηνία,Longitude,Latitude,"Περιοχή συλλογής δείγματος",Μέτρηση,"Είδος αποτελέσματος","Μονάδα μέτρησης",Τιμή
10/03/2023,23.73811786,37.96662424,33300,"Υπολειμματικό Χλώριο","Τελικό Αποτέλεσμα",mg/l,0.49
10/03/2023,23.73389936,37.96584732,33310,"Υπολειμματικό Χλώριο","Τελικό Αποτέλεσμα",mg/l,0.22
10/03/2023,23.73265784,37.96453854,33320,"Υπολειμματικό Χλώριο","Τελικό Αποτέλεσμα",mg/l,0.36
10/03/2023,23.73293084,37.95887907,33330,"Υπολειμματικό Χλώριο","Τελικό Αποτέλεσμα",mg/l,0.39
10/03/2023,23.72614193,37.96036627,33340,"Υπολειμματικό Χλώριο","Τελικό Αποτέλεσμα",mg/l,0.37
10/03/2023,23.72755388,37.95964879,33350,"Υπολειμματικό Χλώριο","Τελικό Αποτέλεσμα",mg/l,0.45
10/03/2023,23.72483807,37.95648489,33360,"Υπολειμματικό Χλώριο","Τελικό Αποτέλεσμα",mg/l,0.42
10/03/2023,23.72063148,37.95687253,33370,"Υπολειμματικό Χλώριο","Τελικό Αποτέλεσμα",mg/l,0.38
10/03/2023,23.7240637,37.95097394,33380,"Υπολειμματικό Χλώριο","Τελικό Αποτέλεσμα",mg/l,0.43
10/03/2023,23.7255415,37.9515398,33390,"Υπολειμματικό Χλώριο","Τελικό Αποτέλεσμα",mg/l,0.44
10/03/2023,23.72950193,37.95195554,33400,"Υπολειμματικό Χλώριο","Τελικό Αποτέλεσμα",mg/l,0.3
10/03/2023,23.73277169,37.95231434,33410,"Υπολειμματικό Χλώριο","Τελικό Αποτέλεσμα",mg/l,0.31
10/03/2023,23.75862006,37.92314334,33420,"Υπολειμματικό Χλώριο","Τελικό Αποτέλεσμα",mg/l,0.48
10/03/2023,23.74168144,37.96068694,33430,"Υπολειμματικό Χλώριο","Τελικό Αποτέλεσμα",mg/l,0.4
10/03/2024,23.78300677,38.09159562,1940,"Υπολειμματικό Χλώριο","Τελικό Αποτέλεσμα",mg/l,0.57
10/03/2024,23.6996483,37.96500634,8130,"Υπολειμματικό Χλώριο","Τελικό Αποτέλεσμα",mg/l,0.34
10/03/2024,23.73214999,38.00419846,16010,"Υπολειμματικό Χλώριο","Τελικό Αποτέλεσμα",mg/l,0.38
10/03/2024,23.72888487,38.0005926,16020,"Υπολειμματικό Χλώριο","Τελικό Αποτέλεσμα",mg/l,0.32
10/03/2024,23.72535484,38.00000309,16030,"Υπολειμματικό Χλώριο","Τελικό Αποτέλεσμα",mg/l,0.4
10/03/2024,23.72141341,37.99768581,16050,"Υπολειμματικό Χλώριο","Τελικό Αποτέλεσμα",mg/l,0.2
10/03/2024,23.72075398,37.99777086,16060,"Υπολειμματικό Χλώριο","Τελικό Αποτέλεσμα",mg/l,0.26
10/03/2024,23.72101709,37.99599325,16070,"Υπολειμματικό Χλώριο","Τελικό Αποτέλεσμα",mg/l,0.38
10/03/2024,23.72643431,37.99425298,16080,"Υπολειμματικό Χλώριο","Τελικό Αποτέλεσμα",mg/l,0.4
10/03/2024,23.72499664,37.99240677,16090,"Υπολειμματικό Χλώριο","Τελικό Αποτέλεσμα",mg/l,0.41
10/03/2024,23.71155311,37.99888238,16250,"Υπολειμματικό Χλώριο","Τελικό Αποτέλεσμα",mg/l,0.46
10/03/2024,23.7090367,37.99781501,16240,"Υπολειμματικό Χλώριο","Τελικό Αποτέλεσμα",mg/l,0.4
10/03/2024,23.70987554,37.9954696,16230,"Υπολειμματικό Χλώριο","Τελικό Αποτέλεσμα",mg/l,0.45
10/03/2024,23.71067473,37.9913199,16220,"Υπολειμματικό Χλώριο","Τελικό Αποτέλεσμα",mg/l,0.41
10/03/2024,23.71174522,37.9908589,16210,"Υπολειμματικό Χλώριο","Τελικό Αποτέλεσμα",mg/l,0.37
10/03/2024,23.71053939,37.98373489,16190,"Υπολειμματικό Χλώριο","Τελικό Αποτέλεσμα",mg/l,0.23
10/03/2024,23.70480243,37.97732538,16160,"Υπολειμματικό Χλώριο","Τελικό Αποτέλεσμα",mg/l,0.26
10/03/2024,23.71140443,37.97467675,16140,"Υπολειμματικό Χλώριο","Τελικό Αποτέλεσμα",mg/l,0.4
10/03/2024,23.71898302,37.98242795,16110,"Υπολειμματικό Χλώριο","Τελικό Αποτέλεσμα",mg/l,0.34
10/03/2024,23.71561129,37.99801216,16260,"Υπολειμματικό Χλώριο","Τελικό Αποτέλεσμα",mg/l,0.38
10/03/2024,23.71733907,37.99783345,16270,"Υπολειμματικό Χλώριο","Τελικό Αποτέλεσμα",mg/l,0.48
10/03/2024,23.72480334,38.01112849,16280,"Υπολειμματικό Χλώριο","Τελικό Αποτέλεσμα",mg/l,0.44
10/03/2024,23.73155962,38.01179041,16300,"Υπολειμματικό Χλώριο","Τελικό Αποτέλεσμα",mg/l,0.45
10/03/2024,23.7339411,38.01643787,16310,"Υπολειμματικό Χλώριο","Τελικό Αποτέλεσμα",mg/l,0.5
10/03/2024,23.73171668,38.01664453,16320,"Υπολειμματικό Χλώριο","Τελικό Αποτέλεσμα",mg/l,0.41
10/03/2024,23.73360975,38.02130286,16330,"Υπολειμματικό Χλώριο","Τελικό Αποτέλεσμα",mg/l,0.45
10/03/2024,23.73279904,38.02101261,16340,"Υπολειμματικό Χλώριο","Τελικό Αποτέλεσμα",mg/l,0.42
10/04/2023,23.76331913,37.9671107,120,"Υπολειμματικό Χλώριο","Τελικό Αποτέλεσμα",mg/l,0.33
10/04/2023,23.76373822,37.96231002,125,"Υπολειμματικό Χλώριο","Τελικό Αποτέλεσμα",mg/l,0.4
10/04/2023,23.74628153,37.95494925,130,"Υπολειμματικό Χλώριο","Τελικό Αποτέλεσμα",mg/l,0.43
10/04/2023,23.78300677,38.09159562,1940,"Υπολειμματικό Χλώριο","Τελικό Αποτέλεσμα",mg/l,0.52
10/04/2023,23.41665039,37.91183433,1966,"Υπολειμματικό Χλώριο","Τελικό Αποτέλεσμα",mg/l,0.52
10/04/2023,23.41656871,37.91177786,1967,"Υπολειμματικό Χλώριο","Τελικό Αποτέλεσμα",mg/l,0.66
10/04/2023,23.4174242,37.90741906,2601,"Υπολειμματικό Χλώριο","Τελικό Αποτέλεσμα",mg/l,0.61
10/04/2023,23.76902716,37.99339131,4010,"Υπολειμματικό Χλώριο","Τελικό Αποτέλεσμα",mg/l,0.25
10/04/2023,23.77648607,37.99622098,4020,"Υπολειμματικό Χλώριο","Τελικό Αποτέλεσμα",mg/l,0.32
10/04/2023,23.77644626,37.99275168,4030,"Υπολειμματικό Χλώριο","Τελικό Αποτέλεσμα",mg/l,0.25
10/04/2023,23.768783,37.9828978,4040,"Υπολειμματικό Χλώριο","Τελικό Αποτέλεσμα",mg/l,0.46
10/04/2023,23.77656931,37.97125316,4060,"Υπολειμματικό Χλώριο","Τελικό Αποτέλεσμα",mg/l,0.38
10/04/2023,23.77323663,37.96994397,4070,"Υπολειμματικό Χλώριο","Τελικό Αποτέλεσμα",mg/l,0.41
10/04/2023,23.77359043,37.94663449,4100,"Υπολειμματικό Χλώριο","Τελικό Αποτέλεσμα",mg/l,0.38
10/04/2023,23.75841416,37.95734094,4110,"Υπολειμματικό Χλώριο","Τελικό Αποτέλεσμα",mg/l,0.49
10/04/2023,23.7483243,37.95728104,4120,"Υπολειμματικό Χλώριο","Τελικό Αποτέλεσμα",mg/l,0.41
10/04/2023,23.7419006,37.95316688,4140,"Υπολειμματικό Χλώριο","Τελικό Αποτέλεσμα",mg/l,0.38
10/04/2023,23.75099403,37.93022254,4160,"Υπολειμματικό Χλώριο","Τελικό Αποτέλεσμα",mg/l,0.37
10/04/2023,23.73717945,37.92398915,4170,"Υπολειμματικό Χλώριο","Τελικό Αποτέλεσμα",mg/l,0.5
10/04/2023,23.73449966,37.92178254,4180,"Υπολειμματικό Χλώριο","Τελικό Αποτέλεσμα",mg/l,0.44
10/04/2023,23.72863096,37.93616832,4190,"Υπολειμματικό Χλώριο","Τελικό Αποτέλεσμα",mg/l,0.44
10/04/2023,23.7276664,37.95106354,4220,"Υπολειμματικό Χλώριο","Τελικό Αποτέλεσμα",mg/l,0.41
10/04/2023,23.72659763,37.95526612,4230,"Υπολειμματικό Χλώριο","Τελικό Αποτέλεσμα",mg/l,0.44
10/04/2023,23.72688782,37.95811379,4240,"Υπολειμματικό Χλώριο","Τελικό Αποτέλεσμα",mg/l,0.44
10/04/2023,23.79700335,38.02469959,13010,"Υπολειμματικό Χλώριο","Τελικό Αποτέλεσμα",mg/l,0.4
10/04/2023,23.80048122,38.02479738,13020,"Υπολειμματικό Χλώριο","Τελικό Αποτέλεσμα",mg/l,0.38
10/04/2023,23.80651835,38.02883115,13030,"Υπολειμματικό Χλώριο","Τελικό Αποτέλεσμα",mg/l,0.43
10/04/2023,23.8101851,38.02412018,13040,"Υπολειμματικό Χλώριο","Τελικό Αποτέλεσμα",mg/l,0.48
10/04/2023,23.80930899,38.02190071,13050,"Υπολειμματικό Χλώριο","Τελικό Αποτέλεσμα",mg/l,0.43
10/04/2023,23.80381991,38.01658575,13060,"Υπολειμματικό Χλώριο","Τελικό Αποτέλεσμα",mg/l,0.39
10/04/2023,23.80227883,38.0174886,13070,"Υπολειμματικό Χλώριο","Τελικό Αποτέλεσμα",mg/l,0.36
10/04/2023,23.80760172,38.01362101,13080,"Υπολειμματικό Χλώριο","Τελικό Αποτέλεσμα",mg/l,0.32
10/04/2023,23.8177966,38.01148778,13090,"Υπολειμματικό Χλώριο","Τελικό Αποτέλεσμα",mg/l,0.47
10/04/2023,23.82405522,38.00682686,13100,"Υπολειμματικό Χλώριο","Τελικό Αποτέλεσμα",mg/l,0.41
10/04/2023,23.83039094,38.00706924,13110,"Υπολειμματικό Χλώριο","Τελικό Αποτέλεσμα",mg/l,0.44
10/04/2023,23.83204245,38.0087425,13120,"Υπολειμματικό Χλώριο","Τελικό Αποτέλεσμα",mg/l,0.43
10/04/2023,23.83602858,38.0134357,13130,"Υπολειμματικό Χλώριο","Τελικό Αποτέλεσμα",mg/l,0.4
10/04/2023,23.84529367,38.03415807,13380,"Υπολειμματικό Χλώριο","Τελικό Αποτέλεσμα",mg/l,0.28
10/04/2023,23.73591644,37.94394619,36010,"Υπολειμματικό Χλώριο","Τελικό Αποτέλεσμα",mg/l,0.43
10/04/2023,23.73542344,37.94247778,36020,"Υπολειμματικό Χλώριο","Τελικό Αποτέλεσμα",mg/l,0.39
10/04/2023,23.73450243,37.94237197,36030,"Υπολειμματικό Χλώριο","Τελικό Αποτέλεσμα",mg/l,0.38
10/04/2023,23.73808614,37.940804,36040,"Υπολειμματικό Χλώριο","Τελικό Αποτέλεσμα",mg/l,0.36
10/04/2023,23.7363231,37.93801777,36050,"Υπολειμματικό Χλώριο","Τελικό Αποτέλεσμα",mg/l,0.33
10/04/2023,23.73808178,37.93439949,36060,"Υπολειμματικό Χλώριο","Τελικό Αποτέλεσμα",mg/l,0.4
10/04/2023,23.73961082,37.93383192,36070,"Υπολειμματικό Χλώριο","Τελικό Αποτέλεσμα",mg/l,0.36
10/04/2023,23.73926543,37.93628672,36080,"Υπολειμματικό Χλώριο","Τελικό Αποτέλεσμα",mg/l,0.43
10/04/2023,23.73954237,37.93610663,36090,"Υπολειμματικό Χλώριο","Τελικό Αποτέλεσμα",mg/l,0.41
10/04/2023,23.74139044,37.9370238,36100,"Υπολειμματικό Χλώριο","Τελικό Αποτέλεσμα",mg/l,0.36
10/04/2023,23.74320193,37.93472992,36110,"Υπολειμματικό Χλώριο","Τελικό Αποτέλεσμα",mg/l,0.42
10/04/2023,23.74362814,37.9303594,36120,"Υπολειμματικό Χλώριο","Τελικό Αποτέλεσμα",mg/l,0.43
10/04/2023,23.74087803,37.93072498,36130,"Υπολειμματικό Χλώριο","Τελικό Αποτέλεσμα",mg/l,0.41
10/04/2023,23.74004254,37.92792191,36140,"Υπολειμματικό Χλώριο","Τελικό Αποτέλεσμα",mg/l,0.4
10/04/2023,23.74051625,37.92746663,36150,"Υπολειμματικό Χλώριο","Τελικό Αποτέλεσμα",mg/l,0.43
10/04/2023,23.74336038,37.92506019,36160,"Υπολειμματικό Χλώριο","Τελικό Αποτέλεσμα",mg/l,0.32
10/04/2023,23.74048769,37.92361146,36170,"Υπολειμματικό Χλώριο","Τελικό Αποτέλεσμα",mg/l,0.35
10/04/2023,23.73709247,37.91946518,36180,"Υπολειμματικό Χλώριο","Τελικό Αποτέλεσμα",mg/l,0.37
10/04/2023,23.73552371,37.91970159,36190,"Υπολειμματικό Χλώριο","Τελικό Αποτέλεσμα",mg/l,0.36
10/04/2023,23.73407201,37.91968732,36200,"Υπολειμματικό Χλώριο","Τελικό Αποτέλεσμα",mg/l,0.39
10/04/2023,23.71732425,37.90726466,36210,"Υπολειμματικό Χλώριο","Τελικό Αποτέλεσμα",mg/l,0.37
10/04/2023,23.73293578,37.92257394,36220,"Υπολειμματικό Χλώριο","Τελικό Αποτέλεσμα",mg/l,0.34
10/04/2023,23.72852029,37.92659209,36230,"Υπολειμματικό Χλώριο","Τελικό Αποτέλεσμα",mg/l,0.44
10/04/2023,23.72812859,37.92811924,36240,"Υπολειμματικό Χλώριο","Τελικό Αποτέλεσμα",mg/l,0.46
10/04/2023,23.72616321,37.92972926,36250,"Υπολειμματικό Χλώριο","Τελικό Αποτέλεσμα",mg/l,0.37
10/04/2023,23.72146392,37.9272029,36260,"Υπολειμματικό Χλώριο","Τελικό Αποτέλεσμα",mg/l,0.39
10/04/2023,23.72171252,37.92944212,36270,"Υπολειμματικό Χλώριο","Τελικό Αποτέλεσμα",mg/l,0.41
10/04/2023,23.71764811,37.92842641,36280,"Υπολειμματικό Χλώριο","Τελικό Αποτέλεσμα",mg/l,0.3
10/04/2023,23.71361282,37.92720839,36290,"Υπολειμματικό Χλώριο","Τελικό Αποτέλεσμα",mg/l,0.38
10/04/2023,23.72626405,37.93656742,36300,"Υπολειμματικό Χλώριο","Τελικό Αποτέλεσμα",mg/l,0.43
10/04/2023,23.712226,37.92463929,36310,"Υπολειμματικό Χλώριο","Τελικό Αποτέλεσμα",mg/l,0.4
10/04/2023,23.7209846,37.92522847,36320,"Υπολειμματικό Χλώριο","Τελικό Αποτέλεσμα",mg/l,0.39
10/04/2023,23.72442242,37.92284949,36330,"Υπολειμματικό Χλώριο","Τελικό Αποτέλεσμα",mg/l,0.37
10/04/2023,23.72775136,37.92263417,36340,"Υπολειμματικό Χλώριο","Τελικό Αποτέλεσμα",mg/l,0.39
10/04/2023,23.72748383,37.91937564,36350,"Υπολειμματικό Χλώριο","Τελικό Αποτέλεσμα",mg/l,0.43
10/04/2023,23.72856136,37.91544884,36360,"Υπολειμματικό Χλώριο","Τελικό Αποτέλεσμα",mg/l,0.41
10/04/2023,23.72715211,37.91415952,36370,"Υπολειμματικό Χλώριο","Τελικό Αποτέλεσμα",mg/l,0.39
10/04/2023,23.72491384,37.91331691,36380,"Υπολειμματικό Χλώριο","Τελικό Αποτέλεσμα",mg/l,0.44
10/04/2023,23.72119525,37.91144464,36390,"Υπολειμματικό Χλώριο","Τελικό Αποτέλεσμα",mg/l,0.33
10/04/2023,23.72383177,37.90943646,36400,"Υπολειμματικό Χλώριο","Τελικό Αποτέλεσμα",mg/l,0.39
10/04/2023,23.72641225,37.90489337,36410,"Υπολειμματικό Χλώριο","Τελικό Αποτέλεσμα",mg/l,0.44
10/04/2023,23.72960798,37.90445488,36420,"Υπολειμματικό Χλώριο","Τελικό Αποτέλεσμα",mg/l,0.5
10/04/2023,23.73169339,37.90726774,36430,"Υπολειμματικό Χλώριο","Τελικό Αποτέλεσμα",mg/l,0.32
10/04/2023,23.73998801,37.90772979,36440,"Υπολειμματικό Χλώριο","Τελικό Αποτέλεσμα",mg/l,0.46
10/04/2023,23.74156705,37.90629921,36450,"Υπολειμματικό Χλώριο","Τελικό Αποτέλεσμα",mg/l,0.44
10/04/2024,23.84875164,38.12416671,4710,"Υπολειμματικό Χλώριο","Τελικό Αποτέλεσμα",mg/l,0.46
10/04/2024,23.9087001,38.16824113,4720,"Υπολειμματικό Χλώριο","Τελικό Αποτέλεσμα",mg/l,0.4
10/04/2024,24.03457233,38.19040155,4750,"Υπολειμματικό Χλώριο","Τελικό Αποτέλεσμα",mg/l,0.49
10/04/2024,23.97713814,38.08574303,4770,"Υπολειμματικό Χλώριο","Τελικό Αποτέλεσμα",mg/l,0.27
10/04/2024,23.98944122,38.03778338,4771,"Υπολειμματικό Χλώριο","Τελικό Αποτέλεσμα",mg/l,0.45
10/04/2024,23.9814898,38.06170646,4800,"Υπολειμματικό Χλώριο","Τελικό Αποτέλεσμα",mg/l,0.41
10/04/2024,24.01205071,38.01437011,4852,"Υπολειμματικό Χλώριο","Τελικό Αποτέλεσμα",mg/l,0.38
10/04/2024,24.00732001,37.98416724,4890,"Υπολειμματικό Χλώριο","Τελικό Αποτέλεσμα",mg/l,0.35
10/04/2024,23.9069807,37.96451242,4902,"Υπολειμματικό Χλώριο","Τελικό Αποτέλεσμα",mg/l,0.39
10/04/2024,23.97305196,37.95846365,4910,"Υπολειμματικό Χλώριο","Τελικό Αποτέλεσμα",mg/l,0.31
10/04/2024,23.78300677,38.09159562,1940,"Υπολειμματικό Χλώριο","Τελικό Αποτέλεσμα",mg/l,0.51
10/04/2024,23.74381472,37.91279031,35010,"Υπολειμματικό Χλώριο","Τελικό Αποτέλεσμα",mg/l,0.5
10/04/2024,23.7358512,37.91249826,35020,"Υπολειμματικό Χλώριο","Τελικό Αποτέλεσμα",mg/l,0.4
10/04/2024,23.73273985,37.91024755,35030,"Υπολειμματικό Χλώριο","Τελικό Αποτέλεσμα",mg/l,0.36
10/04/2024,23.73351239,37.90920587,35040,"Υπολειμματικό Χλώριο","Τελικό Αποτέλεσμα",mg/l,0.38
10/04/2024,23.75015471,37.88588151,35050,"Υπολειμματικό Χλώριο","Τελικό Αποτέλεσμα",mg/l,0.38
10/04/2024,23.7443561,37.8814215,35060,"Υπολειμματικό Χλώριο","Τελικό Αποτέλεσμα",mg/l,0.39
10/04/2024,23.74911957,37.87999426,35070,"Υπολειμματικό Χλώριο","Τελικό Αποτέλεσμα",mg/l,0.36
10/04/2024,23.75020159,37.87772663,35080,"Υπολειμματικό Χλώριο","Τελικό Αποτέλεσμα",mg/l,0.37
10/04/2024,23.75366074,37.87536881,35090,"Υπολειμματικό Χλώριο","Τελικό Αποτέλεσμα",mg/l,0.32
10/04/2024,23.75235115,37.87225738,35100,"Υπολειμματικό Χλώριο","Τελικό Αποτέλεσμα",mg/l,0.35
10/04/2024,23.74712574,37.86927873,35110,"Υπολειμματικό Χλώριο","Τελικό Αποτέλεσμα",mg/l,0.4
10/04/2024,23.75138213,37.86144465,35130,"Υπολειμματικό Χλώριο","Τελικό Αποτέλεσμα",mg/l,0.38
10/04/2024,23.75275574,37.85573867,35140,"Υπολειμματικό Χλώριο","Τελικό Αποτέλεσμα",mg/l,0.39
10/04/2024,23.75668482,37.85449449,35150,"Υπολειμματικό Χλώριο","Τελικό Αποτέλεσμα",mg/l,0.42
10/04/2024,23.75749284,37.85035781,35160,"Υπολειμματικό Χλώριο","Τελικό Αποτέλεσμα",mg/l,0.4
10/04/2024,23.75348733,37.84926126,35170,"Υπολειμματικό Χλώριο","Τελικό Αποτέλεσμα",mg/l,0.36
10/04/2024,23.75964527,37.8498227,35180,"Υπολειμματικό Χλώριο","Τελικό Αποτέλεσμα",mg/l,0.38
10/04/2024,23.76483955,37.85019831,35190,"Υπολειμματικό Χλώριο","Τελικό Αποτέλεσμα",mg/l,0.36
10/04/2024,23.76762878,37.84883449,35200,"Υπολειμματικό Χλώριο","Τελικό Αποτέλεσμα",mg/l,0.37
10/04/2024,23.76075346,37.84206641,35210,"Υπολειμματικό Χλώριο","Τελικό Αποτέλεσμα",mg/l,0.37
10/04/2024,23.75933342,37.84256888,35220,"Υπολειμματικό Χλώριο","Τελικό Αποτέλεσμα",mg/l,0.34
10/04/2024,23.76125947,37.86603155,35230,"Υπολειμματικό Χλώριο","Τελικό Αποτέλεσμα",mg/l,0.31
10/04/2024,23.76788646,37.86837575,35240,"Υπολειμματικό Χλώριο","Τελικό Αποτέλεσμα",mg/l,0.32
10/04/2024,23.76335204,37.88096946,35250,"Υπολειμματικό Χλώριο","Τελικό Αποτέλεσμα",mg/l,0.33
10/04/2024,23.76015895,37.88023214,35260,"Υπολειμματικό Χλώριο","Τελικό Αποτέλεσμα",mg/l,0.37
10/04/2024,23.75621939,37.88174076,35270,"Υπολειμματικό Χλώριο","Τελικό Αποτέλεσμα",mg/l,0.31
10/04/2024,23.75881024,37.88541331,35280,"Υπολειμματικό Χλώριο","Τελικό Αποτέλεσμα",mg/l,0.3
10/04/2024,23.75252919,37.88843811,35290,"Υπολειμματικό Χλώριο","Τελικό Αποτέλεσμα",mg/l,0.29
10/04/2024,23.75083358,37.88839244,35300,"Υπολειμματικό Χλώριο","Τελικό Αποτέλεσμα",mg/l,0.33
10/04/2024,23.78850093,37.98160983,35310,"Υπολειμματικό Χλώριο","Τελικό Αποτέλεσμα",mg/l,0.36
10/04/2024,23.78789698,37.98061453,35330,"Υπολειμματικό Χλώριο","Τελικό Αποτέλεσμα",mg/l,0.32
10/04/2024,23.78776147,37.9825553,35330,"Υπολειμματικό Χλώριο","Τελικό Αποτέλεσμα",mg/l,0.32
10/04/2024,23.7977122,37.98097891,35340,"Υπολειμματικό Χλώριο","Τελικό Αποτέλεσμα",mg/l,0.36
10/04/2024,23.79568053,37.98501433,35350,"Υπολειμματικό Χλώριο","Τελικό Αποτέλεσμα",mg/l,0.4
10/04/2024,23.79599652,37.99369507,35360,"Υπολειμματικό Χλώριο","Τελικό Αποτέλεσμα",mg/l,0.42
10/04/2024,23.79220542,37.99684212,35370,"Υπολειμματικό Χλώριο","Τελικό Αποτέλεσμα",mg/l,0.38
10/04/2024,23.75391054,38.03767791,11010,"Υπολειμματικό Χλώριο","Τελικό Αποτέλεσμα",mg/l,0.28
10/04/2024,23.75300184,38.03836125,11020,"Υπολειμματικό Χλώριο","Τελικό Αποτέλεσμα",mg/l,0.33
10/04/2024,23.75142655,38.03794055,11030,"Υπολειμματικό Χλώριο","Τελικό Αποτέλεσμα",mg/l,0.39
10/04/2024,23.7458644,38.03801888,11040,"Υπολειμματικό Χλώριο","Τελικό Αποτέλεσμα",mg/l,0.47
10/04/2024,23.75388429,38.03319373,11050,"Υπολειμματικό Χλώριο","Τελικό Αποτέλεσμα",mg/l,0.41
10/04/2024,23.74788545,38.03312334,11060,"Υπολειμματικό Χλώριο","Τελικό Αποτέλεσμα",mg/l,0.46
10/04/2024,23.72890912,38.03486673,11070,"Υπολειμματικό Χλώριο","Τελικό Αποτέλεσμα",mg/l,0.38
10/04/2024,23.73176156,38.04433407,11090,"Υπολειμματικό Χλώριο","Τελικό Αποτέλεσμα",mg/l,0.46
10/04/2024,23.73869367,38.04815189,11100,"Υπολειμματικό Χλώριο","Τελικό Αποτέλεσμα",mg/l,0.42
10/04/2024,23.74106038,38.05026828,11110,"Υπολειμματικό Χλώριο","Τελικό Αποτέλεσμα",mg/l,0.45
10/04/2024,23.74373065,38.04642748,11120,"Υπολειμματικό Χλώριο","Τελικό Αποτέλεσμα",mg/l,0.48
10/04/2024,23.7453185,38.05000666,11130,"Υπολειμματικό Χλώριο","Τελικό Αποτέλεσμα",mg/l,0.4
10/04/2024,23.74765171,38.05116235,11140,"Υπολειμματικό Χλώριο","Τελικό Αποτέλεσμα",mg/l,0.38
10/04/2024,23.74892466,38.05221587,11150,"Υπολειμματικό Χλώριο","Τελικό Αποτέλεσμα",mg/l,0.47
10/04/2024,23.75153475,38.05070493,11170,"Υπολειμματικό Χλώριο","Τελικό Αποτέλεσμα",mg/l,0.46
10/04/2024,23.75240349,38.04972022,11180,"Υπολειμματικό Χλώριο","Τελικό Αποτέλεσμα",mg/l,0.42
10/04/2024,23.7560009,38.0500906,11190,"Υπολειμματικό Χλώριο","Τελικό Αποτέλεσμα",mg/l,0.49
10/04/2024,23.7579324,38.04906425,11200,"Υπολειμματικό Χλώριο","Τελικό Αποτέλεσμα",mg/l,0.47
10/04/2024,23.75409951,38.05566048,11210,"Υπολειμματικό Χλώριο","Τελικό Αποτέλεσμα",mg/l,0.5
10/04/2024,23.76424874,38.04479323,11230,"Υπολειμματικό Χλώριο","Τελικό Αποτέλεσμα",mg/l,0.39
10/04/2024,23.75217691,38.06462566,11240,"Υπολειμματικό Χλώριο","Τελικό Αποτέλεσμα",mg/l,0.42
10/04/2024,23.75625513,38.06388865,11250,"Υπολειμματικό Χλώριο","Τελικό Αποτέλεσμα",mg/l,0.4
10/04/2024,23.75844213,38.06524823,11260,"Υπολειμματικό Χλώριο","Τελικό Αποτέλεσμα",mg/l,0.45
10/04/2024,23.77344211,38.06706136,11290,"Υπολειμματικό Χλώριο","Τελικό Αποτέλεσμα",mg/l,0.38
10/04/2024,23.77153108,38.06087095,11310,"Υπολειμματικό Χλώριο","Τελικό Αποτέλεσμα",mg/l,0.43
10/04/2024,23.77519904,38.05896228,11320,"Υπολειμματικό Χλώριο","Τελικό Αποτέλεσμα",mg/l,0.37
10/04/2024,23.77518755,38.05761224,11330,"Υπολειμματικό Χλώριο","Τελικό Αποτέλεσμα",mg/l,0.39
10/04/2024,23.7723429,38.05547344,11340,"Υπολειμματικό Χλώριο","Τελικό Αποτέλεσμα",mg/l,0.42
10/04/2024,23.7713394,38.0556878,11350,"Υπολειμματικό Χλώριο","Τελικό Αποτέλεσμα",mg/l,0.4
10/04/2024,23.76945194,38.05372709,11360,"Υπολειμματικό Χλώριο","Τελικό Αποτέλεσμα",mg/l,0.45
10/04/2024,23.76707063,38.05290539,11370,"Υπολειμματικό Χλώριο","Τελικό Αποτέλεσμα",mg/l,0.44
10/04/2024,23.76345438,38.05489007,11380,"Υπολειμματικό Χλώριο","Τελικό Αποτέλεσμα",mg/l,0.42
10/04/2024,23.76455303,38.05198368,11390,"Υπολειμματικό Χλώριο","Τελικό Αποτέλεσμα",mg/l,0.36
10/04/2024,23.76597942,38.04909893,11400,"Υπολειμματικό Χλώριο","Τελικό Αποτέλεσμα",mg/l,0.46
10/04/2024,23.76687551,38.04330298,11410,"Υπολειμματικό Χλώριο","Τελικό Αποτέλεσμα",mg/l,0.49
10/04/2024,23.76262432,38.0378878,11420,"Υπολειμματικό Χλώριο","Τελικό Αποτέλεσμα",mg/l,0.44
10/04/2024,23.76252223,38.03558853,11430,"Υπολειμματικό Χλώριο","Τελικό Αποτέλεσμα",mg/l,0.4
10/04/2024,23.76170014,38.03137816,11440,"Υπολειμματικό Χλώριο","Τελικό Αποτέλεσμα",mg/l,0.39
10/05/2023,23.78300677,38.09159562,1940,"Υπολειμματικό Χλώριο","Τελικό Αποτέλεσμα",mg/l,0.55
10/05/2023,23.52463973,38.07593845,2801,"Υπολειμματικό Χλώριο","Τελικό Αποτέλεσμα",mg/l,0.43
10/05/2023,23.59085666,38.05767841,2801,"Υπολειμματικό Χλώριο","Τελικό Αποτέλεσμα",mg/l,0.43
10/05/2023,23.59521034,38.06468139,2810,"Υπολειμματικό Χλώριο","Τελικό Αποτέλεσμα",mg/l,0.46
10/05/2023,23.58213759,38.06052513,2820,"Υπολειμματικό Χλώριο","Τελικό Αποτέλεσμα",mg/l,0.43
10/05/2023,23.58754823,38.0664655,2830,"Υπολειμματικό Χλώριο","Τελικό Αποτέλεσμα",mg/l,0.45
10/05/2023,23.5318038,38.05090121,2840,"Υπολειμματικό Χλώριο","Τελικό Αποτέλεσμα",mg/l,0.45
10/05/2023,23.54270396,38.04336154,2850,"Υπολειμματικό Χλώριο","Τελικό Αποτέλεσμα",mg/l,0.33
