Ημερομηνία,Ταμιευτήρας,Τιμή
04/10/2024,Evinos,40433000
05/10/2024,Marathonas,26026000
05/10/2024,Iliki,262287000
05/10/2024,Mornos,303145000
05/10/2024,Evinos,40433000
06/10/2024,Marathonas,26047000
06/10/2024,Iliki,262114000
06/10/2024,Mornos,302128000
06/10/2024,Evinos,40389000
07/10/2024,Marathonas,26110000
07/10/2024,Iliki,261768000
07/10/2024,Mornos,301112000
07/10/2024,Evinos,40346000
08/10/2024,Marathonas,26132000
08/10/2024,Iliki,261422000
08/10/2024,Mornos,300098000
08/10/2024,Evinos,40346000
09/10/2024,Marathonas,26216000
09/10/2024,Iliki,260903000
09/10/2024,Mornos,298974000
09/10/2024,Evinos,40280000
10/10/2024,Marathonas,26280000
10/10/2024,Iliki,260384000
10/10/2024,Mornos,297963000
10/10/2024,Evinos,40237000
11/10/2024,Marathonas,26301000
11/10/2024,Iliki,259865000
11/10/2024,Mornos,296956000
11/10/2024,Evinos,40193000
12/10/2024,Marathonas,26344000
12/10/2024,Iliki,259346000
12/10/2024,Mornos,295837000
12/10/2024,Evinos,40149000
13/10/2024,Marathonas,26365000
13/10/2024,Iliki,259000000
13/10/2024,Mornos,294835000
13/10/2024,Evinos,40084000
14/10/2024,Marathonas,26387000
14/10/2024,Iliki,258660000
14/10/2024,Mornos,293833000
14/10/2024,Evinos,40019000
15/10/2024,Marathonas,26387000
15/10/2024,Iliki,258150000
15/10/2024,Mornos,292834000
15/10/2024,Evinos,39954000
16/10/2024,Marathonas,26365000
16/10/2024,Iliki,257810000
16/10/2024,Mornos,291837000
16/10/2024,Evinos,39910000
17/10/2024,Marathonas,26365000
17/10/2024,Iliki,257300000
17/10/2024,Mornos,290952000
17/10/2024,Evinos,39867000
18/10/2024,Marathonas,26408000
18/10/2024,Iliki,256960000
18/10/2024,Mornos,289958000
18/10/2024,Evinos,39824000
19/10/2024,Marathonas,26451000
19/10/2024,Iliki,256450000
19/10/2024,Mornos,288967000
19/10/2024,Evinos,39780000
20/10/2024,Marathonas,26408000
20/10/2024,Iliki,256110000
20/10/2024,Mornos,287977000
20/10/2024,Evinos,39737000
21/10/2024,Marathonas,26387000
21/10/2024,Iliki,255600000
21/10/2024,Mornos,286989000
21/10/2024,Evinos,39688000
22/10/2024,Marathonas,26344000
22/10/2024,Iliki,255260000
22/10/2024,Mornos,286004000
22/10/2024,Evinos,39639000
23/10/2024,Marathonas,26280000
23/10/2024,Iliki,254750000
23/10/2024,Mornos,285021000
23/10/2024,Evinos,39590000
24/10/2024,Marathonas,26216000
24/10/2024,Iliki,254240000
24/10/2024,Mornos,284148000
24/10/2024,Evinos,39541000
25/10/2024,Marathonas,26132000
25/10/2024,Iliki,253900000
25/10/2024,Mornos,283059000
25/10/2024,Evinos,39492000
26/10/2024,Marathonas,26068000
26/10/2024,Iliki,253390000
26/10/2024,Mornos,282189000
26/10/2024,Evinos,39443000
27/10/2024,Marathonas,26026000
27/10/2024,Iliki,252880000
27/10/2024,Mornos,281321000
27/10/2024,Evinos,39395000
28/10/2024,Marathonas,26005000
28/10/2024,Iliki,252370000
28/10/2024,Mornos,280346000
28/10/2024,Evinos,39321000
29/10/2024,Marathonas,25941000
29/10/2024,Iliki,252200000
29/10/2024,Mornos,279373000
29/10/2024,Evinos,39273000
30/10/2024,Marathonas,25857000
30/10/2024,Iliki,251860000
30/10/2024,Mornos,278511000
30/10/2024,Evinos,39200000
31/10/2024,Marathonas,25752000
31/10/2024,Iliki,251350000
31/10/2024,Mornos,274538000
31/10/2024,Evinos,39151000
01/11/2024,Mornos,276574000
01/11/2024,Evinos,39103000
01/11/2024,Marathonas,25689000
01/11/2024,Iliki,251010000
02/11/2024,Marathonas,25605000
02/11/2024,Iliki,250670000
02/11/2024,Mornos,275608000
02/11/2024,Evinos,39054000
03/11/2024,Marathonas,25542000
03/11/2024,Iliki,250330000
03/11/2024,Mornos,274645000
03/11/2024,Evinos,39006000
04/11/2024,Marathonas,25459000
04/11/2024,Iliki,249990000
04/11/2024,Mornos,273788000
04/11/2024,Evinos,38957000
05/11/2024,Marathonas,25438000
05/11/2024,Iliki,249650000
05/11/2024,Mornos,272828000
05/11/2024,Evinos,38909000
06/11/2024,Marathonas,25375000
06/11/2024,Iliki,249140000
06/11/2024,Evinos,38836000
06/11/2024,Mornos,271763000
07/11/2024,Marathonas,25313000
07/11/2024,Iliki,248800000
07/11/2024,Mornos,270913000
07/11/2024,Evinos,38812000
08/11/2024,Marathonas,25271000
08/11/2024,Iliki,248460000
08/11/2024,Mornos,270064000
08/11/2024,Evinos,38739000
09/11/2024,Marathonas,25230000
09/11/2024,Iliki,247780000
09/11/2024,Mornos,269110000
09/11/2024,Evinos,38667000
10/11/2024,Marathonas,25167000
10/11/2024,Iliki,247270000
10/11/2024,Mornos,268158000
10/11/2024,Evinos,38595000
11/11/2024,Marathonas,25126000
11/11/2024,Iliki,246760000
11/11/2024,Mornos,267209000
11/11/2024,Evinos,38522000
12/11/2024,Marathonas,25085000
12/11/2024,Iliki,246420000
12/11/2024,Mornos,266471000
12/11/2024,Evinos,38498000
13/11/2024,Marathonas,25085000
13/11/2024,Iliki,246420000
13/11/2024,Mornos,265944000
13/11/2024,Evinos,38498000
14/11/2024,Marathonas,25147000
14/11/2024,Iliki,246590000
14/11/2024,Mornos,265209000
14/11/2024,Evinos,38570000
15/11/2024,Marathonas,25167000
15/11/2024,Iliki,246590000
15/11/2024,Mornos,264999000
15/11/2024,Evinos,38884000
16/11/2024,Marathonas,25230000
16/11/2024,Iliki,246250000
16/11/2024,Mornos,264475000
16/11/2024,Evinos,39200000
17/11/2024,Marathonas,25250000
17/11/2024,Iliki,246080000
17/11/2024,Mornos,263531000
17/11/2024,Evinos,39492000
18/11/2024,Marathonas,25250000
18/11/2024,Iliki,245740000
18/11/2024,Mornos,262695000
18/11/2024,Evinos,39541000
19/11/2024,Marathonas,25250000
19/11/2024,Iliki,245400000
19/11/2024,Mornos,261860000
19/11/2024,Evinos,39590000
20/11/2024,Marathonas,25250000
20/11/2024,Iliki,245060000
20/11/2024,Mornos,261131000
20/11/2024,Evinos,39639000
21/11/2024,Marathonas,25250000
21/11/2024,Iliki,244890000
21/11/2024,Mornos,261860000
21/11/2024,Evinos,39737000
22/11/2024,Marathonas,25230000
22/11/2024,Iliki,244380000
22/11/2024,Mornos,261756000
22/11/2024,Evinos,39845000
23/11/2024,Marathonas,25250000
23/11/2024,Iliki,244040000
23/11/2024,Mornos,263112000
23/11/2024,Evinos,39954000
24/11/2024,Marathonas,25209000
24/11/2024,Iliki,243700000
24/11/2024,Mornos,262695000
24/11/2024,Evinos,40171000
25/11/2024,Marathonas,25147000
25/11/2024,Iliki,243530000
25/11/2024,Mornos,262068000
25/11/2024,Evinos,40258000
26/11/2024,Marathonas,25126000
26/11/2024,Iliki,243190000
26/11/2024,Mornos,261339000
26/11/2024,Evinos,40346000
27/11/2024,Marathonas,25126000
27/11/2024,Iliki,242850000
27/11/2024,Mornos,260507000
27/11/2024,Evinos,40433000
28/11/2024,Marathonas,25105000
28/11/2024,Iliki,242680000
28/11/2024,Mornos,259885000
28/11/2024,Evinos,40455000
29/11/2024,Marathonas,25085000
29/11/2024,Iliki,242510000
29/11/2024,Mornos,259159000
29/11/2024,Evinos,40477000
30/11/2024,Marathonas,25043000
30/11/2024,Iliki,242170000
30/11/2024,Mornos,259159000
30/11/2024,Evinos,40740000
01/12/2024,Marathonas,25147000
01/12/2024,Iliki,242340000
01/12/2024,Mornos,262590000
01/12/2024,Evinos,43016000
02/12/2024,Marathonas,25147000
02/12/2024,Iliki,242340000
02/12/2024,Mornos,264160000
02/12/2024,Evinos,45249000
03/12/2024,Marathonas,25147000
03/12/2024,Iliki,242000000
03/12/2024,Mornos,264580000
03/12/2024,Evinos,46308000
04/12/2024,Marathonas,25147000
04/12/2024,Iliki,241833000
04/12/2024,Mornos,264580000
04/12/2024,Evinos,46951000
05/12/2024,Marathonas,25126000
05/12/2024,Iliki,241666000
05/12/2024,Mornos,264370000
05/12/2024,Evinos,47310000
06/12/2024,Marathonas,25167000
06/12/2024,Iliki,241666000
06/12/2024,Mornos,264265000
06/12/2024,Evinos,47623000
07/12/2024,Marathonas,25354000
07/12/2024,Iliki,241499000
07/12/2024,Mornos,263531000
07/12/2024,Evinos,47961000
08/12/2024,Marathonas,25375000
08/12/2024,Iliki,241165000
08/12/2024,Mornos,264790000
08/12/2024,Evinos,50697000
09/12/2024,Marathonas,25375000
09/12/2024,Iliki,240831000
09/12/2024,Mornos,266365000
09/12/2024,Evinos,53166000
10/12/2024,Marathonas,25334000
10/12/2024,Iliki,240497000
10/12/2024,Mornos,268792000
10/12/2024,Evinos,57622000
11/12/2024,Marathonas,25313000
11/12/2024,Iliki,240330000
11/12/2024,Mornos,271870000
11/12/2024,Evinos,59132000
12/12/2024,Marathonas,25271000
12/12/2024,Iliki,240163000
12/12/2024,Mornos,274430000
12/12/2024,Evinos,58994000
13/12/2024,Marathonas,25250000
13/12/2024,Iliki,239829000
13/12/2024,Mornos,276574000
13/12/2024,Evinos,58168000
14/12/2024,Marathonas,25250000
14/12/2024,Iliki,239495000
14/12/2024,Mornos,278511000
14/12/2024,Evinos,57079000
15/12/2024,Marathonas,25230000
15/12/2024,Iliki,239495000
15/12/2024,Mornos,282298000
15/12/2024,Evinos,58855000
16/12/2024,Marathonas,25147000
16/12/2024,Iliki,238994000
16/12/2024,Mornos,286332000
16/12/2024,Evinos,60387000
17/12/2024,Marathonas,25085000
17/12/2024,Iliki,238827000
17/12/2024,Mornos,288747000
17/12/2024,Evinos,59994000
18/12/2024,Marathonas,25064000
18/12/2024,Iliki,238660000
18/12/2024,Mornos,290841000
18/12/2024,Evinos,59076000
19/12/2024,Marathonas,25064000
19/12/2024,Iliki,238326000
19/12/2024,Mornos,292723000
19/12/2024,Evinos,57922000
20/12/2024,Marathonas,25043000
20/12/2024,Iliki,238159000
20/12/2024,Mornos,294390000
20/12/2024,Evinos,56620000
21/12/2024,Marathonas,24981000
21/12/2024,Iliki,237658000
21/12/2024,Mornos,300323000
21/12/2024,Evinos,55524000
22/12/2024,Marathonas,24940000
22/12/2024,Iliki,237324000
22/12/2024,Mornos,296396000
22/12/2024,Evinos,54810000
23/12/2024,Marathonas,24961000
23/12/2024,Iliki,236990000
23/12/2024,Mornos,300323000
23/12/2024,Evinos,53892000
24/12/2024,Marathonas,24981000
24/12/2024,Iliki,237324000
24/12/2024,Mornos,303940000
24/12/2024,Evinos,55074000
25/12/2024,Marathonas,24961000
25/12/2024,Iliki,236990000
25/12/2024,Mornos,307469000
25/12/2024,Evinos,55737000
26/12/2024,Marathonas,25605000
26/12/2024,Iliki,237992000
26/12/2024,Mornos,310563000
26/12/2024,Evinos,55285000
27/12/2024,Marathonas,26323000
27/12/2024,Iliki,239996000
27/12/2024,Mornos,312519000
27/12/2024,Evinos,54625000
28/12/2024,Marathonas,26280000
28/12/2024,Iliki,240664000
28/12/2024,Mornos,314830000
28/12/2024,Evinos,53866000
29/12/2024,Marathonas,26195000
29/12/2024,Iliki,240998000
29/12/2024,Mornos,316802000
29/12/2024,Evinos,52831000
30/12/2024,Marathonas,26089000
30/12/2024,Iliki,240831000
30/12/2024,Mornos,318548000
30/12/2024,Evinos,51452000
31/12/2024,Marathonas,25731000
31/12/2024,Iliki,240998000
31/12/2024,Mornos,320299000
31/12/2024,Evinos,50072000
01/01/2025,Marathonas,25626000
01/01/2025,Iliki,241666000
01/01/2025,Mornos,322056000
01/01/2025,Evinos,48716000
02/01/2025,Marathonas,25542000
02/01/2025,Iliki,241833000
02/01/2025,Mornos,323700000
02/01/2025,Evinos,47382000
03/01/2025,Marathonas,25521000
03/01/2025,Iliki,241833000
03/01/2025,Mornos,324996000
03/01/2025,Evinos,46190000
04/01/2025,Marathonas,25354000
04/01/2025,Iliki,242000000
04/01/2025,Mornos,326296000
04/01/2025,Evinos,45016000
05/01/2025,Marathonas,25313000
05/01/2025,Iliki,242000000
05/01/2025,Mornos,327718000
05/01/2025,Evinos,43860000
06/01/2025,Marathonas,25230000
06/01/2025,Iliki,242000000
06/01/2025,Mornos,328667000
06/01/2025,Evinos,42722000
07/01/2025,Marathonas,25126000
07/01/2025,Iliki,242000000
07/01/2025,Mornos,329618000
07/01/2025,Evinos,41490000
08/01/2025,Marathonas,25064000
08/01/2025,Iliki,242000000
08/01/2025,Mornos,330927000
08/01/2025,Evinos,40389000
09/01/2025,Marathonas,24940000
09/01/2025,Iliki,242000000
09/01/2025,Mornos,332239000
09/01/2025,Evinos,39370000
10/01/2025,Marathonas,24817000
10/01/2025,Iliki,241833000
10/01/2025,Mornos,333553000
10/01/2025,Evinos,38282000
11/01/2025,Marathonas,24714000
11/01/2025,Iliki,241833000
11/01/2025,Mornos,334871000
11/01/2025,Evinos,37211000
12/01/2025,Marathonas,24550000
12/01/2025,Iliki,241666000
12/01/2025,Mornos,336190000
12/01/2025,Evinos,36042000
13/01/2025,Marathonas,24468000
13/01/2025,Iliki,242170000
13/01/2025,Mornos,338719000
13/01/2025,Evinos,35121000
14/01/2025,Marathonas,24509000
14/01/2025,Iliki,244380000
14/01/2025,Mornos,339804000
14/01/2025,Evinos,34439000
15/01/2025,Marathonas,24611000
15/01/2025,Iliki,246930000
15/01/2025,Mornos,341135000
15/01/2025,Evinos,33541000
16/01/2025,Marathonas,24489000
16/01/2025,Iliki,248630000
16/01/2025,Mornos,342711000
16/01/2025,Evinos,32722000
17/01/2025,Marathonas,24366000
17/01/2025,Iliki,249990000
17/01/2025,Mornos,344291000
17/01/2025,Evinos,32066000
18/01/2025,Marathonas,24224000
18/01/2025,Iliki,251010000
18/01/2025,Mornos,345754000
18/01/2025,Evinos,31288000
19/01/2025,Marathonas,24082000
19/01/2025,Iliki,251860000
19/01/2025,Mornos,347341000
19/01/2025,Evinos,30499000
20/01/2025,Marathonas,23961000
20/01/2025,Iliki,252540000
20/01/2025,Mornos,348565000
20/01/2025,Evinos,29930000
21/01/2025,Marathonas,23860000
21/01/2025,Iliki,252710000
21/01/2025,Mornos,349914000
21/01/2025,Evinos,29242000
22/01/2025,Marathonas,23760000
22/01/2025,Iliki,253390000
22/01/2025,Mornos,351635000
22/01/2025,Evinos,29035000
23/01/2025,Marathonas,23699000
23/01/2025,Iliki,253730000
23/01/2025,Mornos,353235000
23/01/2025,Evinos,28624000
24/01/2025,Marathonas,23579000
24/01/2025,Iliki,254240000
24/01/2025,Mornos,354840000
24/01/2025,Evinos,28012000
25/01/2025,Marathonas,23459000
25/01/2025,Iliki,254580000
25/01/2025,Mornos,356327000
25/01/2025,Evinos,27306000
26/01/2025,Marathonas,23340000
26/01/2025,Iliki,254920000
26/01/2025,Mornos,357567000
26/01/2025,Evinos,26511000
27/01/2025,Marathonas,23221000
27/01/2025,Iliki,255260000
27/01/2025,Mornos,358933000
27/01/2025,Evinos,25650000
28/01/2025,Marathonas,23122000
28/01/2025,Iliki,255600000
28/01/2025,Mornos,360178000
28/01/2025,Evinos,24744000
29/01/2025,Marathonas,23003000
29/01/2025,Iliki,255940000
29/01/2025,Mornos,361425000
29/01/2025,Evinos,23798000
30/01/2025,Marathonas,22885000
30/01/2025,Iliki,256110000
30/01/2025,Mornos,362548000
30/01/2025,Evinos,22888000
31/01/2025,Marathonas,22826000
31/01/2025,Iliki,256790000
31/01/2025,Mornos,363673000
31/01/2025,Evinos,21975000
01/02/2025,Marathonas,22708000
01/02/2025,Iliki,256960000
01/02/2025,Mornos,364801000
01/02/2025,Evinos,21043000
02/02/2025,Marathonas,22552000
02/02/2025,Iliki,257130000
02/02/2025,Mornos,365085000
02/02/2025,Evinos,20077000
03/02/2025,Marathonas,22435000
03/02/2025,Iliki,257470000
03/02/2025,Mornos,366308000
03/02/2025,Evinos,18966000
04/02/2025,Marathonas,22416000
04/02/2025,Iliki,257980000
04/02/2025,Mornos,367565000
04/02/2025,Evinos,18045000
05/02/2025,Marathonas,22455000
05/02/2025,Iliki,258660000
05/02/2025,Mornos,368951000
05/02/2025,Evinos,17048000
06/02/2025,Marathonas,22357000
06/02/2025,Iliki,259173000
06/02/2025,Mornos,370086000
06/02/2025,Evinos,16092000
07/02/2025,Marathonas,22222000
07/02/2025,Iliki,259692000
07/02/2025,Mornos,370592000
07/02/2025,Evinos,15030000
08/02/2025,Marathonas,22144000
08/02/2025,Iliki,260038000
08/02/2025,Mornos,371477000
08/02/2025,Evinos,13994000
09/02/2025,Marathonas,22009000
09/02/2025,Iliki,260384000
09/02/2025,Mornos,371224000
09/02/2025,Evinos,14206000
10/02/2025,Marathonas,21913000
10/02/2025,Iliki,260557000
10/02/2025,Mornos,370718000
10/02/2025,Evinos,14562000
11/02/2025,Marathonas,21836000
11/02/2025,Iliki,260903000
11/02/2025,Mornos,370212000
11/02/2025,Evinos,14886000
12/02/2025,Marathonas,21702000
12/02/2025,Iliki,261076000
12/02/2025,Mornos,369455000
12/02/2025,Evinos,15211000
13/02/2025,Marathonas,21569000
13/02/2025,Iliki,261422000
13/02/2025,Mornos,368951000
13/02/2025,Evinos,15539000
14/02/2025,Marathonas,21569000
14/02/2025,Iliki,261422000
14/02/2025,Mornos,368951000
14/02/2025,Evinos,15539000
15/02/2025,Marathonas,21303000
15/02/2025,Iliki,261768000
15/02/2025,Mornos,368447000
15/02/2025,Evinos,16390000
16/02/2025,Marathonas,21171000
16/02/2025,Iliki,261941000
16/02/2025,Mornos,367943000
16/02/2025,Evinos,16992000
17/02/2025,Marathonas,21058000
17/02/2025,Iliki,262287000
17/02/2025,Mornos,367439000
17/02/2025,Evinos,17659000
18/02/2025,Marathonas,20926000
18/02/2025,Iliki,262287000
18/02/2025,Mornos,366936000
18/02/2025,Evinos,18259000
19/02/2025,Marathonas,20851000
19/02/2025,Iliki,262633000
19/02/2025,Mornos,366308000
19/02/2025,Evinos,18768000
20/02/2025,Marathonas,20758000
20/02/2025,Iliki,262806000
20/02/2025,Mornos,365930000
20/02/2025,Evinos,19267000
21/02/2025,Marathonas,20646000
21/02/2025,Iliki,262806000
21/02/2025,Mornos,365428000
21/02/2025,Evinos,19593000
22/02/2025,Marathonas,20535000
22/02/2025,Iliki,262806000
22/02/2025,Mornos,365052000
22/02/2025,Evinos,19851000
23/02/2025,Marathonas,20405000
23/02/2025,Iliki,262806000
23/02/2025,Mornos,364550000
23/02/2025,Evinos,20112000
24/02/2025,Marathonas,20313000
24/02/2025,Iliki,262806000
24/02/2025,Mornos,364049000
24/02/2025,Evinos,20374000
25/02/2025,Marathonas,20129000
25/02/2025,Iliki,262806000
25/02/2025,Mornos,363548000
25/02/2025,Evinos,20637000
26/02/2025,Marathonas,20038000
26/02/2025,Iliki,262979000
26/02/2025,Mornos,363048000
26/02/2025,Evinos,20902000
27/02/2025,Marathonas,19946000
27/02/2025,Iliki,263152000
27/02/2025,Mornos,362298000
27/02/2025,Evinos,21150000
28/02/2025,Iliki,263325000
28/02/2025,Marathonas,19855000
28/02/2025,Mornos,361550000
28/02/2025,Evinos,21382000
01/03/2025,Marathonas,19782000
01/03/2025,Iliki,263498000
01/03/2025,Mornos,360926000
01/03/2025,Evinos,21686000
02/03/2025,Marathonas,19764000
02/03/2025,Iliki,263671000
02/03/2025,Mornos,360303000
02/03/2025,Evinos,21939000
03/03/2025,Marathonas,19692000
03/03/2025,Iliki,263844000
03/03/2025,Mornos,359555000
03/03/2025,Evinos,22138000
04/03/2025,Marathonas,19655000
04/03/2025,Iliki,263844000
04/03/2025,Mornos,358933000
04/03/2025,Evinos,22356000
05/03/2025,Marathonas,19601000
05/03/2025,Iliki,264017000
05/03/2025,Mornos,358188000
05/03/2025,Evinos,22612000
06/03/2025,Marathonas,19475000
06/03/2025,Iliki,264017000
06/03/2025,Mornos,357567000
06/03/2025,Evinos,22814000
07/03/2025,Marathonas,19331000
07/03/2025,Iliki,263844000
07/03/2025,Mornos,356947000
07/03/2025,Evinos,23017000
08/03/2025,Marathonas,19206000
08/03/2025,Iliki,264017000
08/03/2025,Mornos,356327000
08/03/2025,Evinos,23220000
09/03/2025,Marathonas,19152000
09/03/2025,Iliki,264017000
09/03/2025,Mornos,355583000
09/03/2025,Evinos,23387000
10/03/2025,Marathonas,19099000
10/03/2025,Iliki,263844000
10/03/2025,Mornos,354840000
10/03/2025,Evinos,23555000
11/03/2025,Marathonas,19045000
11/03/2025,Iliki,263671000
11/03/2025,Mornos,354099000
11/03/2025,Evinos,23472000
12/03/2025,Marathonas,19152000
12/03/2025,Iliki,263498000
12/03/2025,Mornos,353358000
12/03/2025,Evinos,23930000
13/03/2025,Marathonas,19331000
13/03/2025,Iliki,263152000
13/03/2025,Mornos,352372000
13/03/2025,Evinos,24193000
14/03/2025,Marathonas,19475000
14/03/2025,Iliki,262806000
14/03/2025,Mornos,352372000
14/03/2025,Evinos,24573000
15/03/2025,Marathonas,19601000
15/03/2025,Iliki,262460000
15/03/2025,Mornos,351758000
15/03/2025,Evinos,24859000
16/03/2025,Marathonas,19710000
16/03/2025,Iliki,262287000
16/03/2025,Mornos,351142000
16/03/2025,Evinos,25051000
17/03/2025,Marathonas,19855000
17/03/2025,Iliki,262114000
17/03/2025,Mornos,350528000
17/03/2025,Evinos,25243000
18/03/2025,Marathonas,19983000
18/03/2025,Iliki,261941000
18/03/2025,Mornos,349791000
18/03/2025,Evinos,25436000
19/03/2025,Marathonas,20166000
19/03/2025,Iliki,261595000
19/03/2025,Mornos,349178000
19/03/2025,Evinos,25630000
20/03/2025,Marathonas,20350000
20/03/2025,Iliki,261422000
20/03/2025,Mornos,348565000
20/03/2025,Evinos,25825000
21/03/2025,Marathonas,20535000
21/03/2025,Iliki,261076000
21/03/2025,Mornos,347830000
21/03/2025,Evinos,26020000
22/03/2025,Marathonas,20665000
22/03/2025,Iliki,260730000
22/03/2025,Evinos,26177000
22/03/2025,Mornos,347219000
23/03/2025,Mornos,346608000
23/03/2025,Marathonas,20739000
23/03/2025,Iliki,260384000
23/03/2025,Evinos,26334000
24/03/2025,Marathonas,20851000
24/03/2025,Iliki,260384000
24/03/2025,Mornos,345876000
24/03/2025,Evinos,26472000
25/03/2025,Marathonas,21039000
25/03/2025,Iliki,260038000
25/03/2025,Mornos,345144000
25/03/2025,Evinos,26709000
26/03/2025,Marathonas,21227000
26/03/2025,Iliki,259692000
26/03/2025,Mornos,344535000
26/03/2025,Evinos,26907000
27/03/2025,Marathonas,21303000
27/03/2025,Iliki,259865000
27/03/2025,Mornos,343562000
27/03/2025,Evinos,27106000
28/03/2025,Marathonas,21341000
28/03/2025,Iliki,259519000
28/03/2025,Mornos,342832000
28/03/2025,Evinos,27306000
29/03/2025,Marathonas,21379000
29/03/2025,Iliki,259346000
29/03/2025,Mornos,342226000
29/03/2025,Evinos,27608000
30/03/2025,Marathonas,21436000
30/03/2025,Iliki,259173000
30/03/2025,Mornos,341862000
30/03/2025,Evinos,28215000
31/03/2025,Marathonas,21492000
31/03/2025,Iliki,259000000
31/03/2025,Mornos,341377000
31/03/2025,Evinos,29138000
01/04/2025,Marathonas,21645000
01/04/2025,Iliki,259000000
01/04/2025,Mornos,340893000
01/04/2025,Evinos,29554000
02/04/2025,Marathonas,21760000
02/04/2025,Iliki,258660000
02/04/2025,Mornos,340409000
02/04/2025,Evinos,30394000
03/04/2025,Marathonas,21855000
03/04/2025,Iliki,258490000
03/04/2025,Mornos,339926000
03/04/2025,Evinos,31138000
04/04/2025,Marathonas,21990000
04/04/2025,Iliki,258320000
04/04/2025,Mornos,339443000
04/04/2025,Evinos,31633000
05/04/2025,Marathonas,22105000
05/04/2025,Iliki,258320000
05/04/2025,Mornos,338960000
05/04/2025,Evinos,32219000
06/04/2025,Marathonas,22183000
06/04/2025,Iliki,258150000
06/04/2025,Mornos,338478000
06/04/2025,Evinos,32700000
07/04/2025,Marathonas,22299000
07/04/2025,Iliki,257980000
07/04/2025,Mornos,338116000
07/04/2025,Evinos,33252000
08/04/2025,Marathonas,22396000
08/04/2025,Iliki,257980000
08/04/2025,Mornos,337634000
08/04/2025,Evinos,33698000
09/04/2025,Marathonas,22474000
09/04/2025,Iliki,257980000
09/04/2025,Mornos,337634000
09/04/2025,Evinos,34056000
10/04/2025,Marathonas,22591000
10/04/2025,Iliki,257640000
10/04/2025,Mornos,336551000
10/04/2025,Evinos,34416000
11/04/2025,Marathonas,22689000
11/04/2025,Iliki,257470000
11/04/2025,Mornos,335830000
11/04/2025,Evinos,34734000
12/04/2025,Marathonas,22728000
12/04/2025,Iliki,257300000
12/04/2025,Mornos,335231000
12/04/2025,Evinos,35052000
13/04/2025,Marathonas,22748000
13/04/2025,Iliki,256960000
13/04/2025,Mornos,334632000
13/04/2025,Evinos,35373000
14/04/2025,Marathonas,22767000
14/04/2025,Iliki,256960000
14/04/2025,Mornos,333912000
14/04/2025,Evinos,35580000
15/04/2025,Marathonas,22826000
15/04/2025,Iliki,256620000
15/04/2025,Mornos,333314000
15/04/2025,Evinos,35810000
16/04/2025,Marathonas,22885000
16/04/2025,Iliki,256280000
16/04/2025,Mornos,332716000
16/04/2025,Evinos,36088000
17/04/2025,Marathonas,22905000
17/04/2025,Iliki,255770000
17/04/2025,Mornos,332239000
17/04/2025,Evinos,36344000
18/04/2025,Marathonas,22905000
18/04/2025,Iliki,255430000
18/04/2025,Mornos,331762000
18/04/2025,Evinos,36624000
19/04/2025,Marathonas,23003000
19/04/2025,Iliki,255260000
19/04/2025,Mornos,331165000
19/04/2025,Evinos,36858000
20/04/2025,Marathonas,23082000
20/04/2025,Iliki,255090000
20/04/2025,Mornos,330688000
20/04/2025,Evinos,37093000
21/04/2025,Marathonas,23221000
21/04/2025,Iliki,254750000
21/04/2025,Mornos,330093000
21/04/2025,Evinos,37282000
22/04/2025,Marathonas,23280000
22/04/2025,Iliki,254410000
22/04/2025,Mornos,329499000
22/04/2025,Evinos,37471000
23/04/2025,Marathonas,23280000
23/04/2025,Iliki,254410000
23/04/2025,Mornos,328785000
23/04/2025,Evinos,37637000
24/04/2025,Marathonas,23300000
24/04/2025,Iliki,253900000
24/04/2025,Mornos,328074000
24/04/2025,Evinos,37804000
25/04/2025,Marathonas,23380000
25/04/2025,Iliki,253900000
25/04/2025,Mornos,327481000
25/04/2025,Evinos,38090000
26/04/2025,Marathonas,23459000
26/04/2025,Iliki,253560000
26/04/2025,Mornos,326888000
26/04/2025,Evinos,38330000
27/04/2025,Marathonas,23579000
27/04/2025,Iliki,253560000
27/04/2025,Mornos,326296000
27/04/2025,Evinos,38522000
28/04/2025,Marathonas,23619000
28/04/2025,Iliki,253220000
28/04/2025,Mornos,325705000
28/04/2025,Evinos,38763000
29/04/2025,Marathonas,23659000
29/04/2025,Iliki,252880000
29/04/2025,Mornos,325114000
29/04/2025,Evinos,38957000
30/04/2025,Marathonas,23720000
30/04/2025,Iliki,252540000
30/04/2025,Mornos,324407000
30/04/2025,Evinos,39151000
01/05/2025,Marathonas,23780000
01/05/2025,Iliki,252030000
01/05/2025,Mornos,323465000
01/05/2025,Evinos,39248000
02/05/2025,Marathonas,23860000
02/05/2025,Iliki,251520000
02/05/2025,Mornos,322877000
02/05/2025,Evinos,39321000
03/05/2025,Marathonas,23880000
03/05/2025,Iliki,251350000
03/05/2025,Mornos,322173000
03/05/2025,Evinos,39321000
04/05/2025,Marathonas,23860000
04/05/2025,Iliki,251010000
04/05/2025,Mornos,321353000
04/05/2025,Evinos,39321000
05/05/2025,Marathonas,23820000
05/05/2025,Iliki,250670000
05/05/2025,Mornos,320650000
05/05/2025,Evinos,39370000
06/05/2025,Marathonas,23780000
06/05/2025,Iliki,250330000
06/05/2025,Mornos,319832000
06/05/2025,Evinos,39443000
07/05/2025,Marathonas,23740000
07/05/2025,Iliki,250160000
