Ημερομηνία,Longitude,Latitude,"Περιοχή συλλογής δείγματος",Μέτρηση,"Είδος αποτελέσματος","Μονάδα μέτρησης",Τιμή
04/11/2024,23.796809568113,37.998195065074,3170,Θολότητα,"Τελικό Αποτέλεσμα",NTU,0.113
04/11/2024,23.794948631404,37.99586453832,3180,Θολότητα,"Τελικό Αποτέλεσμα",NTU,0.17
04/11/2024,23.795526554539,37.982104892246,3190,Θολότητα,"Τελικό Αποτέλεσμα",NTU,0.165
04/11/2024,23.780262690434,38.00051153767,3200,Θολότητα,"Τελικό Αποτέλεσμα",NTU,0.115
04/11/2024,23.787967770047,38.008481399044,3220,Θολότητα,"Τελικό Αποτέλεσμα",NTU,0.258
04/11/2024,23.780133361397,38.019944025229,3240,Θολότητα,"Τελικό Αποτέλεσμα",NTU,0.13
04/11/2024,23.811274027343,38.045728748791,3260,Θολότητα,"Τελικό Αποτέλεσμα",NTU,0.2
04/11/2024,23.655737542216,37.93998667845,1930,Θολότητα,"Τελικό Αποτέλεσμα",NTU,0.148
04/12/2023,23.78300677,38.09159562,1940,Θολότητα,"Τελικό Αποτέλεσμα",NTU,0.105
04/12/2023,23.85447866,38.05288412,105,Θολότητα,"Τελικό Αποτέλεσμα",NTU,0.211
04/12/2023,23.77682568,38.06522626,180,Θολότητα,"Τελικό Αποτέλεσμα",NTU,0.234
04/12/2023,23.79478287,38.039643,230,Θολότητα,"Τελικό Αποτέλεσμα",NTU,0.192
04/12/2023,23.79465296,38.03514891,235,Θολότητα,"Τελικό Αποτέλεσμα",NTU,0.345
04/12/2023,23.75187919,38.03442418,3010,Θολότητα,"Τελικό Αποτέλεσμα",NTU,0.291
04/12/2023,23.75279316,38.04341932,3020,Θολότητα,"Τελικό Αποτέλεσμα",NTU,0.271
04/12/2023,23.75797185,38.05889094,3030,Θολότητα,"Τελικό Αποτέλεσμα",NTU,0.171
04/12/2023,23.80475064,38.09155778,3050,Θολότητα,"Τελικό Αποτέλεσμα",NTU,0.415
04/12/2023,23.85772963,38.05887086,3090,Θολότητα,"Τελικό Αποτέλεσμα",NTU,0.214
04/12/2023,23.85885083,38.00940503,3110,Θολότητα,"Τελικό Αποτέλεσμα",NTU,0.288
04/12/2023,23.88593611,38.00348657,3120,Θολότητα,"Τελικό Αποτέλεσμα",NTU,0.851
04/12/2023,23.88358142,38.00166538,3130,Θολότητα,"Τελικό Αποτέλεσμα",NTU,0.198
04/12/2023,23.83289436,38.00690221,3150,Θολότητα,"Τελικό Αποτέλεσμα",NTU,0.103
04/12/2023,23.8176997,37.99941782,3160,Θολότητα,"Τελικό Αποτέλεσμα",NTU,0.085
04/12/2023,23.79680957,37.99819507,3170,Θολότητα,"Τελικό Αποτέλεσμα",NTU,0.157
04/12/2023,23.79494863,37.99586454,3180,Θολότητα,"Τελικό Αποτέλεσμα",NTU,0.229
04/12/2023,23.79552655,37.98210489,3190,Θολότητα,"Τελικό Αποτέλεσμα",NTU,0.478
04/12/2023,23.78026269,38.00051154,3200,Θολότητα,"Τελικό Αποτέλεσμα",NTU,0.204
04/12/2023,23.78796777,38.0084814,3220,Θολότητα,"Τελικό Αποτέλεσμα",NTU,0.138
04/12/2023,23.78013336,38.01994403,3240,Θολότητα,"Τελικό Αποτέλεσμα",NTU,0.166
04/12/2023,23.48905185,37.97043569,2580,Θολότητα,"Τελικό Αποτέλεσμα",NTU,0.164
04/12/2023,23.52045976,37.94358544,1927,Θολότητα,"Τελικό Αποτέλεσμα",NTU,0.21
04/12/2023,23.46565745,37.91849312,1929,Θολότητα,"Τελικό Αποτέλεσμα",NTU,0.211
04/12/2023,23.49030054,37.99544729,1931,Θολότητα,"Τελικό Αποτέλεσμα",NTU,0.129
04/12/2024,23.782568605776,38.133625196225,1932,Θολότητα,"Τελικό Αποτέλεσμα",NTU,0.217
04/12/2024,23.763319132339,37.967110703832,120,Θολότητα,"Τελικό Αποτέλεσμα",NTU,0.207
04/12/2024,23.763738215853,37.962310018511,125,Θολότητα,"Τελικό Αποτέλεσμα",NTU,0.147
04/12/2024,23.746281527272,37.954949246394,130,Θολότητα,"Τελικό Αποτέλεσμα",NTU,0.291
04/12/2024,23.769027158681,37.993391314662,4010,Θολότητα,"Τελικό Αποτέλεσμα",NTU,0.881
04/12/2024,23.776486074062,37.996220978178,4020,Θολότητα,"Τελικό Αποτέλεσμα",NTU,0.234
04/12/2024,23.776446263032,37.992751677322,4030,Θολότητα,"Τελικό Αποτέλεσμα",NTU,0.25
04/12/2024,23.768783003349,37.982897797692,4040,Θολότητα,"Τελικό Αποτέλεσμα",NTU,0.163
04/12/2024,23.776569307759,37.971253159928,4060,Θολότητα,"Τελικό Αποτέλεσμα",NTU,0.127
04/12/2024,23.773236630704,37.96994397087,4070,Θολότητα,"Τελικό Αποτέλεσμα",NTU,0.177
04/12/2024,23.762108634131,37.974473318809,4080,Θολότητα,"Τελικό Αποτέλεσμα",NTU,0.765
04/12/2024,23.773590432102,37.94663449198,4100,Θολότητα,"Τελικό Αποτέλεσμα",NTU,0.219
04/12/2024,23.758414161627,37.957340941046,4110,Θολότητα,"Τελικό Αποτέλεσμα",NTU,0.455
04/12/2024,23.748324301254,37.957281035336,4120,Θολότητα,"Τελικό Αποτέλεσμα",NTU,0.227
04/12/2024,23.74190059516,37.95316687964,4140,Θολότητα,"Τελικό Αποτέλεσμα",NTU,0.111
04/12/2024,23.75099402587,37.930222535019,4160,Θολότητα,"Τελικό Αποτέλεσμα",NTU,0.749
04/12/2024,23.737179449332,37.923989154778,4170,Θολότητα,"Τελικό Αποτέλεσμα",NTU,0.308
04/12/2024,23.734499659649,37.921782537866,4180,Θολότητα,"Τελικό Αποτέλεσμα",NTU,0.359
04/12/2024,23.728630962837,37.936168316,4190,Θολότητα,"Τελικό Αποτέλεσμα",NTU,0.239
04/12/2024,23.726597630536,37.955266120446,4230,Θολότητα,"Τελικό Αποτέλεσμα",NTU,0.245
04/12/2024,23.783006772263,38.091595618101,1940,Θολότητα,"Τελικό Αποτέλεσμα",NTU,0.142
04/12/2024,23.650491791439,38.020690523541,1936,Θολότητα,"Τελικό Αποτέλεσμα",NTU,0.132
04/12/2024,23.637482500551,37.984946451231,1941,Θολότητα,"Τελικό Αποτέλεσμα",NTU,0.147
04/12/2024,23.636736270073,37.985919067278,1935,Θολότητα,"Τελικό Αποτέλεσμα",NTU,0.143
05/01/2023,23.76331913,37.9671107,120,Θολότητα,"Τελικό Αποτέλεσμα",NTU,0.154
05/01/2023,23.76373822,37.96231002,125,Θολότητα,"Τελικό Αποτέλεσμα",NTU,0.243
05/01/2023,23.74628153,37.95494925,130,Θολότητα,"Τελικό Αποτέλεσμα",NTU,0.168
05/01/2023,23.76902716,37.99339131,4010,Θολότητα,"Τελικό Αποτέλεσμα",NTU,0.138
05/01/2023,23.77648607,37.99622098,4020,Θολότητα,"Τελικό Αποτέλεσμα",NTU,0.62
05/01/2023,23.77644626,37.99275168,4030,Θολότητα,"Τελικό Αποτέλεσμα",NTU,0.362
05/01/2023,23.77656931,37.97125316,4060,Θολότητα,"Τελικό Αποτέλεσμα",NTU,0.206
05/01/2023,23.77323663,37.96994397,4070,Θολότητα,"Τελικό Αποτέλεσμα",NTU,0.184
05/01/2023,23.75945557,37.97068504,4090,Θολότητα,"Τελικό Αποτέλεσμα",NTU,0.17
05/01/2023,23.77359043,37.94663449,4100,Θολότητα,"Τελικό Αποτέλεσμα",NTU,0.21
05/01/2023,23.75841416,37.95734094,4110,Θολότητα,"Τελικό Αποτέλεσμα",NTU,0.132
05/01/2023,23.7419006,37.95316688,4140,Θολότητα,"Τελικό Αποτέλεσμα",NTU,0.108
05/01/2023,23.75099403,37.93022254,4160,Θολότητα,"Τελικό Αποτέλεσμα",NTU,0.124
05/01/2023,23.73449966,37.92178254,4180,Θολότητα,"Τελικό Αποτέλεσμα",NTU,0.186
05/01/2023,23.72863096,37.93616832,4190,Θολότητα,"Τελικό Αποτέλεσμα",NTU,0.162
05/01/2023,23.7276664,37.95106354,4220,Θολότητα,"Τελικό Αποτέλεσμα",NTU,0.218
05/01/2023,23.72659763,37.95526612,4230,Θολότητα,"Τελικό Αποτέλεσμα",NTU,0.192
05/01/2023,23.78300677,38.09159562,1940,Θολότητα,"Τελικό Αποτέλεσμα",NTU,0.189
05/01/2023,23.41656871,37.91177786,1967,Θολότητα,"Τελικό Αποτέλεσμα",NTU,0.583
05/01/2023,23.4174242,37.90741906,2601,Θολότητα,"Τελικό Αποτέλεσμα",NTU,0.706
05/01/2025,23.783006772263,38.091595618101,1940,Θολότητα,"Τελικό Αποτέλεσμα",NTU,0.261
05/02/2023,23.78300677,38.09159562,1940,Θολότητα,"Τελικό Αποτέλεσμα",NTU,0.346
05/02/2025,23.635233804352,37.972826147816,1926,Θολότητα,"Τελικό Αποτέλεσμα",NTU,0.108
05/02/2025,23.650491791439,38.020690523541,1936,Θολότητα,"Τελικό Αποτέλεσμα",NTU,0.362
05/02/2025,23.660572199344,37.996594669998,1950,Θολότητα,"Τελικό Αποτέλεσμα",NTU,0.193
05/02/2025,23.637482500551,37.984946451231,1941,Θολότητα,"Τελικό Αποτέλεσμα",NTU,0.289
05/02/2025,23.636736270073,37.985919067278,1935,Θολότητα,"Τελικό Αποτέλεσμα",NTU,0.343
05/02/2025,23.644052286684,38.004264948522,1947,Θολότητα,"Τελικό Αποτέλεσμα",NTU,0.226
05/02/2025,23.763319132339,37.967110703832,120,Θολότητα,"Τελικό Αποτέλεσμα",NTU,0.266
05/02/2025,23.763738215853,37.962310018511,125,Θολότητα,"Τελικό Αποτέλεσμα",NTU,0.223
05/02/2025,23.746281527272,37.954949246394,130,Θολότητα,"Τελικό Αποτέλεσμα",NTU,0.198
05/02/2025,23.769027158681,37.993391314662,4010,Θολότητα,"Τελικό Αποτέλεσμα",NTU,0.272
05/02/2025,23.776486074062,37.996220978178,4020,Θολότητα,"Τελικό Αποτέλεσμα",NTU,0.208
05/02/2025,23.776446263032,37.992751677322,4030,Θολότητα,"Τελικό Αποτέλεσμα",NTU,0.257
05/02/2025,23.776569307759,37.971253159928,4060,Θολότητα,"Τελικό Αποτέλεσμα",NTU,0.343
05/02/2025,23.773236630704,37.96994397087,4070,Θολότητα,"Τελικό Αποτέλεσμα",NTU,0.12
05/02/2025,23.762108634131,37.974473318809,4080,Θολότητα,"Τελικό Αποτέλεσμα",NTU,0.179
05/02/2025,23.75945556984,37.970685038508,4090,Θολότητα,"Τελικό Αποτέλεσμα",NTU,0.224
05/02/2025,23.773590432102,37.94663449198,4100,Θολότητα,"Τελικό Αποτέλεσμα",NTU,0.232
05/02/2025,23.758414161627,37.957340941046,4110,Θολότητα,"Τελικό Αποτέλεσμα",NTU,0.297
05/02/2025,23.748324301254,37.957281035336,4120,Θολότητα,"Τελικό Αποτέλεσμα",NTU,0.199
05/02/2025,23.74190059516,37.95316687964,4140,Θολότητα,"Τελικό Αποτέλεσμα",NTU,0.345
05/02/2025,23.75099402587,37.930222535019,4160,Θολότητα,"Τελικό Αποτέλεσμα",NTU,0.157
05/02/2025,23.737179449332,37.923989154778,4170,Θολότητα,"Τελικό Αποτέλεσμα",NTU,0.297
05/02/2025,23.734499659649,37.921782537866,4180,Θολότητα,"Τελικό Αποτέλεσμα",NTU,0.201
05/02/2025,23.728630962837,37.936168316,4190,Θολότητα,"Τελικό Αποτέλεσμα",NTU,0.314
05/02/2025,23.727666402305,37.95106353914,4220,Θολότητα,"Τελικό Αποτέλεσμα",NTU,0.356
05/02/2025,23.726597630536,37.955266120446,4230,Θολότητα,"Τελικό Αποτέλεσμα",NTU,0.295
05/02/2025,23.783006772263,38.091595618101,1940,Θολότητα,"Τελικό Αποτέλεσμα",NTU,0.182
05/03/2023,23.78300677,38.09159562,1940,Θολότητα,"Τελικό Αποτέλεσμα",NTU,0.272
05/03/2025,23.854478659062,38.052884117638,105,Θολότητα,"Τελικό Αποτέλεσμα",NTU,0.33
05/03/2025,23.776825675098,38.065226258806,180,Θολότητα,"Τελικό Αποτέλεσμα",NTU,0.655
05/03/2025,23.794782865204,38.039643002291,230,Θολότητα,"Τελικό Αποτέλεσμα",NTU,0.115
05/03/2025,23.794652964206,38.035148911359,235,Θολότητα,"Τελικό Αποτέλεσμα",NTU,0.12
05/03/2025,23.751879192533,38.034424177094,3010,Θολότητα,"Τελικό Αποτέλεσμα",NTU,0.199
05/03/2025,23.752793157246,38.043419319626,3020,Θολότητα,"Τελικό Αποτέλεσμα",NTU,0.145
05/03/2025,23.757971853364,38.058890938524,3030,Θολότητα,"Τελικό Αποτέλεσμα",NTU,0.164
05/03/2025,23.762911148418,38.063332209074,3040,Θολότητα,"Τελικό Αποτέλεσμα",NTU,0.162
05/03/2025,23.807684504112,38.079687557148,3060,Θολότητα,"Τελικό Αποτέλεσμα",NTU,0.133
05/03/2025,23.826588445352,38.068733964465,3080,Θολότητα,"Τελικό Αποτέλεσμα",NTU,0.135
05/03/2025,23.857729632516,38.058870858803,3090,Θολότητα,"Τελικό Αποτέλεσμα",NTU,0.141
05/03/2025,23.858850831498,38.009405027534,3110,Θολότητα,"Τελικό Αποτέλεσμα",NTU,0.159
05/03/2025,23.885936114707,38.003486571993,3120,Θολότητα,"Τελικό Αποτέλεσμα",NTU,0.322
05/03/2025,23.883581420117,38.001665382065,3130,Θολότητα,"Τελικό Αποτέλεσμα",NTU,0.413
05/03/2025,23.832894356592,38.006902214705,3150,Θολότητα,"Τελικό Αποτέλεσμα",NTU,0.214
05/03/2025,23.817699699893,37.999417823294,3160,Θολότητα,"Τελικό Αποτέλεσμα",NTU,0.13
05/03/2025,23.796809568113,37.998195065074,3170,Θολότητα,"Τελικό Αποτέλεσμα",NTU,0.306
05/03/2025,23.794948631404,37.99586453832,3180,Θολότητα,"Τελικό Αποτέλεσμα",NTU,0.37
05/03/2025,23.795526554539,37.982104892246,3190,Θολότητα,"Τελικό Αποτέλεσμα",NTU,0.186
05/03/2025,23.780262690434,38.00051153767,3200,Θολότητα,"Τελικό Αποτέλεσμα",NTU,0.19
05/03/2025,23.787967770047,38.008481399044,3220,Θολότητα,"Τελικό Αποτέλεσμα",NTU,0.15
05/03/2025,23.780133361397,38.019944025229,3240,Θολότητα,"Τελικό Αποτέλεσμα",NTU,0.189
05/03/2025,23.780281362583,38.047179053493,3250,Θολότητα,"Τελικό Αποτέλεσμα",NTU,0.128
05/03/2025,23.811274027343,38.045728748791,3260,Θολότητα,"Τελικό Αποτέλεσμα",NTU,0.3
05/03/2025,23.783006772263,38.091595618101,1940,Θολότητα,"Τελικό Αποτέλεσμα",NTU,0.249
05/03/2025,23.635233804352,37.972826147816,1926,Θολότητα,"Τελικό Αποτέλεσμα",NTU,0.139
05/03/2025,23.650491791439,38.020690523541,1936,Θολότητα,"Τελικό Αποτέλεσμα",NTU,0.189
05/03/2025,23.660572199344,37.996594669998,1950,Θολότητα,"Τελικό Αποτέλεσμα",NTU,0.303
05/03/2025,23.637482500551,37.984946451231,1941,Θολότητα,"Τελικό Αποτέλεσμα",NTU,0.111
05/03/2025,23.636736270073,37.985919067278,1935,Θολότητα,"Τελικό Αποτέλεσμα",NTU,0.171
05/03/2025,23.644052286684,38.004264948522,1947,Θολότητα,"Τελικό Αποτέλεσμα",NTU,0.148
05/04/2023,23.33981264,38.00410848,225,Θολότητα,"Τελικό Αποτέλεσμα",NTU,0.264
05/04/2023,23.41003382,38.01212883,1960,Θολότητα,"Τελικό Αποτέλεσμα",NTU,0.775
05/04/2023,23.78300677,38.09159562,1940,Θολότητα,"Τελικό Αποτέλεσμα",NTU,0.284
05/04/2023,23.64211712,37.93337194,146,Θολότητα,"Τελικό Αποτέλεσμα",NTU,0.322
05/04/2023,23.68542623,37.97707661,6010,Θολότητα,"Τελικό Αποτέλεσμα",NTU,0.265
05/04/2023,23.6601472,37.98029121,6020,Θολότητα,"Τελικό Αποτέλεσμα",NTU,0.812
05/04/2023,23.65618491,37.98059442,6030,Θολότητα,"Τελικό Αποτέλεσμα",NTU,0.262
05/04/2023,23.65342067,37.97688798,6040,Θολότητα,"Τελικό Αποτέλεσμα",NTU,0.209
05/04/2023,23.63989634,37.97755,6050,Θολότητα,"Τελικό Αποτέλεσμα",NTU,0.472
05/04/2023,23.64020099,37.97361646,6060,Θολότητα,"Τελικό Αποτέλεσμα",NTU,0.19
05/04/2023,23.63321043,37.96700035,6080,Θολότητα,"Τελικό Αποτέλεσμα",NTU,0.255
05/04/2023,23.62337019,37.95039855,6110,Θολότητα,"Τελικό Αποτέλεσμα",NTU,0.308
05/04/2023,23.63400949,37.95347226,6120,Θολότητα,"Τελικό Αποτέλεσμα",NTU,0.54
05/04/2023,23.63373384,37.95087389,6130,Θολότητα,"Τελικό Αποτέλεσμα",NTU,0.28
05/04/2023,23.62796265,37.93233446,6160,Θολότητα,"Τελικό Αποτέλεσμα",NTU,0.324
05/04/2023,23.67323412,37.94610991,6190,Θολότητα,"Τελικό Αποτέλεσμα",NTU,0.64
05/04/2023,23.69432319,37.9524174,6220,Θολότητα,"Τελικό Αποτέλεσμα",NTU,0.265
05/04/2023,23.64026269,37.93961412,6240,Θολότητα,"Τελικό Αποτέλεσμα",NTU,0.194
05/04/2025,23.783006772263,38.091595618101,1940,Θολότητα,"Τελικό Αποτέλεσμα",NTU,0.26
05/05/2023,23.76621884,37.94149317,135,Θολότητα,"Τελικό Αποτέλεσμα",NTU,0.242
05/05/2023,23.70168246,37.91807243,137,Θολότητα,"Τελικό Αποτέλεσμα",NTU,0.252
05/05/2023,23.78205391,37.85203476,139,Θολότητα,"Τελικό Αποτέλεσμα",NTU,0.369
05/05/2023,23.80223198,37.83311234,140,Θολότητα,"Τελικό Αποτέλεσμα",NTU,0.168
05/05/2023,23.74864808,37.91609723,5010,Θολότητα,"Τελικό Αποτέλεσμα",NTU,0.227
05/05/2023,23.75342223,37.90482065,5020,Θολότητα,"Τελικό Αποτέλεσμα",NTU,0.232
05/05/2023,23.74470013,37.88994017,5030,Θολότητα,"Τελικό Αποτέλεσμα",NTU,0.601
05/05/2023,23.74605589,37.88420804,5040,Θολότητα,"Τελικό Αποτέλεσμα",NTU,0.331
05/05/2023,23.75796495,37.86035435,5050,Θολότητα,"Τελικό Αποτέλεσμα",NTU,0.289
05/05/2023,23.76070017,37.8524034,5060,Θολότητα,"Τελικό Αποτέλεσμα",NTU,0.316
05/05/2023,23.75697704,37.84809852,5080,Θολότητα,"Τελικό Αποτέλεσμα",NTU,0.155
05/05/2023,23.76068543,37.81516677,5090,Θολότητα,"Τελικό Αποτέλεσμα",NTU,0.224
05/05/2023,23.77438684,37.81229933,5100,Θολότητα,"Τελικό Αποτέλεσμα",NTU,0.156
05/05/2023,23.78633796,37.82289436,5110,Θολότητα,"Τελικό Αποτέλεσμα",NTU,0.915
05/05/2023,23.79034019,37.83538362,5150,Θολότητα,"Τελικό Αποτέλεσμα",NTU,0.216
05/05/2023,23.73997328,37.86958627,5160,Θολότητα,"Τελικό Αποτέλεσμα",NTU,0.136
05/05/2023,23.72543914,37.88816507,5170,Θολότητα,"Τελικό Αποτέλεσμα",NTU,0.243
05/05/2023,23.7141366,37.91270737,5190,Θολότητα,"Τελικό Αποτέλεσμα",NTU,0.133
05/05/2023,23.71284044,37.91562054,5200,Θολότητα,"Τελικό Αποτέλεσμα",NTU,0.535
05/05/2023,23.70643521,37.91960099,5210,Θολότητα,"Τελικό Αποτέλεσμα",NTU,0.63
05/05/2023,23.78300677,38.09159562,1940,Θολότητα,"Τελικό Αποτέλεσμα",NTU,0.218
05/05/2023,23.67323412,37.94610991,6190,Θολότητα,"Τελικό Αποτέλεσμα",NTU,0.715
05/05/2024,23.783006772263,38.091595618101,1940,Θολότητα,"Τελικό Αποτέλεσμα",NTU,0.123
05/05/2025,23.33981263989,38.004108484322,225,Θολότητα,"Τελικό Αποτέλεσμα",NTU,0.133
05/05/2025,23.783006772263,38.091595618101,1940,Θολότητα,"Τελικό Αποτέλεσμα",NTU,0.154
05/05/2025,23.854478659062,38.052884117638,105,Θολότητα,"Τελικό Αποτέλεσμα",NTU,0.536
05/05/2025,23.776825675098,38.065226258806,180,Θολότητα,"Τελικό Αποτέλεσμα",NTU,0.3
05/05/2025,23.794782865204,38.039643002291,230,Θολότητα,"Τελικό Αποτέλεσμα",NTU,0.27
05/05/2025,23.794652964206,38.035148911359,235,Θολότητα,"Τελικό Αποτέλεσμα",NTU,0.286
05/05/2025,23.751879192533,38.034424177094,3010,Θολότητα,"Τελικό Αποτέλεσμα",NTU,0.222
05/05/2025,23.752793157246,38.043419319626,3020,Θολότητα,"Τελικό Αποτέλεσμα",NTU,0.168
05/05/2025,23.757971853364,38.058890938524,3030,Θολότητα,"Τελικό Αποτέλεσμα",NTU,0.504
05/05/2025,23.762911148418,38.063332209074,3040,Θολότητα,"Τελικό Αποτέλεσμα",NTU,0.474
05/05/2025,23.807684504112,38.079687557148,3060,Θολότητα,"Τελικό Αποτέλεσμα",NTU,0.24
05/05/2025,23.826588445352,38.068733964465,3080,Θολότητα,"Τελικό Αποτέλεσμα",NTU,0.209
05/05/2025,23.857729632516,38.058870858803,3090,Θολότητα,"Τελικό Αποτέλεσμα",NTU,0.296
05/05/2025,23.858850831498,38.009405027534,3110,Θολότητα,"Τελικό Αποτέλεσμα",NTU,0.187
05/05/2025,23.885936114707,38.003486571993,3120,Θολότητα,"Τελικό Αποτέλεσμα",NTU,0.189
05/05/2025,23.883581420117,38.001665382065,3130,Θολότητα,"Τελικό Αποτέλεσμα",NTU,0.154
05/05/2025,23.832894356592,38.006902214705,3150,Θολότητα,"Τελικό Αποτέλεσμα",NTU,0.198
05/05/2025,23.817699699893,37.999417823294,3160,Θολότητα,"Τελικό Αποτέλεσμα",NTU,0.282
05/05/2025,23.796809568113,37.998195065074,3170,Θολότητα,"Τελικό Αποτέλεσμα",NTU,0.203
05/05/2025,23.794948631404,37.99586453832,3180,Θολότητα,"Τελικό Αποτέλεσμα",NTU,0.316
05/05/2025,23.795526554539,37.982104892246,3190,Θολότητα,"Τελικό Αποτέλεσμα",NTU,0.319
05/05/2025,23.780262690434,38.00051153767,3200,Θολότητα,"Τελικό Αποτέλεσμα",NTU,0.318
05/05/2025,23.787967770047,38.008481399044,3220,Θολότητα,"Τελικό Αποτέλεσμα",NTU,0.262
05/05/2025,23.780133361397,38.019944025229,3240,Θολότητα,"Τελικό Αποτέλεσμα",NTU,0.383
05/05/2025,23.811274027343,38.045728748791,3260,Θολότητα,"Τελικό Αποτέλεσμα",NTU,0.167
05/05/2025,23.707472628441,38.062507031886,2030,Θολότητα,"Τελικό Αποτέλεσμα",NTU,0.235
05/06/2023,23.78300677,38.09159562,1940,Θολότητα,"Τελικό Αποτέλεσμα",NTU,0.309
05/06/2024,23.818436102886,38.030152774666,191,Θολότητα,"Τελικό Αποτέλεσμα",NTU,0.303
05/06/2024,23.828980364763,38.043901820297,193,Θολότητα,"Τελικό Αποτέλεσμα",NTU,0.36
05/06/2024,23.783006772263,38.091595618101,1940,Θολότητα,"Τελικό Αποτέλεσμα",NTU,0.24
05/06/2024,23.642117121438,37.933371936061,146,Θολότητα,"Τελικό Αποτέλεσμα",NTU,0.211
05/06/2024,23.685426227465,37.977076609772,6010,Θολότητα,"Τελικό Αποτέλεσμα",NTU,0.185
05/06/2024,23.660147196721,37.980291207729,6020,Θολότητα,"Τελικό Αποτέλεσμα",NTU,0.236
05/06/2024,23.656184913017,37.980594422153,6030,Θολότητα,"Τελικό Αποτέλεσμα",NTU,0.116
05/06/2024,23.653420670725,37.976887978332,6040,Θολότητα,"Τελικό Αποτέλεσμα",NTU,0.1
05/06/2024,23.639896339554,37.977549997131,6050,Θολότητα,"Τελικό Αποτέλεσμα",NTU,0.145
05/06/2024,23.640200994864,37.973616459939,6060,Θολότητα,"Τελικό Αποτέλεσμα",NTU,0.276
05/06/2024,23.633210429054,37.967000345107,6080,Θολότητα,"Τελικό Αποτέλεσμα",NTU,0.169
05/06/2024,23.623370187872,37.950398549294,6110,Θολότητα,"Τελικό Αποτέλεσμα",NTU,0.116
05/06/2024,23.634009487857,37.953472259917,6120,Θολότητα,"Τελικό Αποτέλεσμα",NTU,0.142
05/06/2024,23.633733840369,37.950873888977,6130,Θολότητα,"Τελικό Αποτέλεσμα",NTU,0.14
05/06/2024,23.642068896508,37.928344112851,6150,Θολότητα,"Τελικό Αποτέλεσμα",NTU,0.467
05/06/2024,23.62796265038,37.932334455589,6160,Θολότητα,"Τελικό Αποτέλεσμα",NTU,0.167
05/06/2024,23.65217192804,37.939622706754,6170,Θολότητα,"Τελικό Αποτέλεσμα",NTU,0.604
05/06/2024,23.673234118927,37.946109912673,6190,Θολότητα,"Τελικό Αποτέλεσμα",NTU,0.174
05/06/2024,23.680037411281,37.948096846566,6200,Θολότητα,"Τελικό Αποτέλεσμα",NTU,0.148
05/06/2024,23.691643963145,37.948013010856,6210,Θολότητα,"Τελικό Αποτέλεσμα",NTU,0.15
05/06/2024,23.694323188433,37.952417395875,6220,Θολότητα,"Τελικό Αποτέλεσμα",NTU,0.16
05/06/2024,23.640262686028,37.939614121045,6240,Θολότητα,"Τελικό Αποτέλεσμα",NTU,0.244
05/06/2024,23.690026001721,38.014594179034,2100,Θολότητα,"Τελικό Αποτέλεσμα",NTU,0.241
05/06/2024,23.685635325645,38.011704015052,2110,Θολότητα,"Τελικό Αποτέλεσμα",NTU,0.174
05/06/2024,22.898432401038,38.254054888272,7011,Θολότητα,"Τελικό Αποτέλεσμα",NTU,0.285
05/06/2025,23.701682457361,37.918072433642,137,Θολότητα,"Τελικό Αποτέλεσμα",NTU,0.13
05/06/2025,23.802231976799,37.833112339241,140,Θολότητα,"Τελικό Αποτέλεσμα",NTU,0.194
05/06/2025,23.748648075769,37.916097225199,5010,Θολότητα,"Τελικό Αποτέλεσμα",NTU,0.282
05/06/2025,23.753422230835,37.904820647992,5020,Θολότητα,"Τελικό Αποτέλεσμα",NTU,0.179
05/06/2025,23.744700128802,37.889940171291,5030,Θολότητα,"Τελικό Αποτέλεσμα",NTU,0.254
05/06/2025,23.746055892182,37.884208036564,5040,Θολότητα,"Τελικό Αποτέλεσμα",NTU,0.439
05/06/2025,23.757964952407,37.860354353668,5050,Θολότητα,"Τελικό Αποτέλεσμα",NTU,0.167
05/06/2025,23.760700167651,37.852403396879,5060,Θολότητα,"Τελικό Αποτέλεσμα",NTU,0.17
05/06/2025,23.756977040295,37.848098522763,5080,Θολότητα,"Τελικό Αποτέλεσμα",NTU,0.18
05/06/2025,23.760685434504,37.8151667674,5090,Θολότητα,"Τελικό Αποτέλεσμα",NTU,0.193
05/06/2025,23.774386839978,37.81229932964,5100,Θολότητα,"Τελικό Αποτέλεσμα",NTU,0.27
05/06/2025,23.786337962388,37.822894363003,5110,Θολότητα,"Τελικό Αποτέλεσμα",NTU,0.32
05/06/2025,23.790340187783,37.835383621964,5150,Θολότητα,"Τελικό Αποτέλεσμα",NTU,0.34
05/06/2025,23.739973276711,37.869586272318,5160,Θολότητα,"Τελικό Αποτέλεσμα",NTU,0.193
05/06/2025,23.72543913784,37.888165068231,5170,Θολότητα,"Τελικό Αποτέλεσμα",NTU,0.145
05/06/2025,23.720082218937,37.903424243123,5180,Θολότητα,"Τελικό Αποτέλεσμα",NTU,0.172
05/06/2025,23.71413660329,37.912707373341,5190,Θολότητα,"Τελικό Αποτέλεσμα",NTU,0.219
05/06/2025,23.712840439649,37.915620541693,5200,Θολότητα,"Τελικό Αποτέλεσμα",NTU,0.252
05/06/2025,23.706435208048,37.919600993522,5210,Θολότητα,"Τελικό Αποτέλεσμα",NTU,0.231
05/06/2025,23.704881330177,37.935219954091,5230,Θολότητα,"Τελικό Αποτέλεσμα",NTU,0.158
